,4EBP1pS65,RbpS807,MAPKpT202,MEKpS217,S6,PAI-1,AKTpS473,AMPKpT172,b-Catenin,BIM,Caveolin,CyclinB1,CyclinD1,GSK3abpS21,GSKpS9,IGFBP2,p38pT180,p53,p70S6KpT389,SRCpY527,STAT3pY705,TSC2pT1462,YAPpS127,ACC1,AKTpT308,AKT,b-CateninpS,Fibronectin,HSP27,IGF1R-beta,IRS1,p27,c-Myc,SMAD3,STAT3,STAT5,STAT5pY694,COX2,PAX2,PLK1,YBIpS102,CHK2pT68,S6pS235,S6pS240,4EBP1pT37,Caspase9,a-tubulin,ATMpS1981,ATR,BAK,BCL-XL,BCL2,bRAF,c-JUNpS73,Casp9cAsp31,CHK1pS345,cRAFV,EGFRV,ELK1pS383,ERa,GATA3,GSK3ab,mTORpS2448,p21,STAT6pY641,TAZpS89,XRCC1,PCNA,PDK1pS241,PI3Kp85,PKCa,RAD51,SRCpY416,4EBP1pT70,ACCpS79,Collagenase,CyclinE1,IRS1pS307,p38,SMAD3pS423,TSC2,SRC,G2M,G1arrest,G2arrest,Sarrest,cellviab,aMEK,aAKT,aHDAC,aMDM2,aJAK,aBRAFm,aPKC,aSTAT3,amTOR,aPI3K,aCDK4,aSRC
0,0.021111185,0.0024155315,0.006510895,0.0016770486,0.016737528,0.001493226,0.18050125,0.014321943,0.0053280797,0.011467043,0.0033524672,0.0007542606,-0.0044751526,-0.017825656,-0.052580796,-0.005182139,-0.017746435,6.770117e-05,-0.09946358,0.002875742,-0.009951941,-0.001903516,0.0031098009,-0.002941628,-0.04223735,-0.0011563743,0.14671484,-0.002246836,-0.00018256664,-0.03954486,-0.0033364545,0.02885644,-0.0022916403,-0.0033543436,-0.0029503515,0.008114995,-0.00013559143,0.0044704154,0.019679485,0.019365342,-0.014607425,0.013314972,-0.59795713,-0.31624126,0.0018091052,-0.006348579,0.0041867397,0.004566752,-0.009366319,-0.001074612,0.00086458935,-0.006744857,0.0074936305,0.003024465,-0.0010436825,0.0027620508,-0.0034888415,0.0088657485,-0.038916394,-0.0011815596,-0.20929076,0.0008231018,-0.0026351395,-0.011405548,0.04057215,-0.011095673,-0.002305095,-0.009673687,-0.007145646,0.029640129,0.0005975513,-0.0014085488,0.007726104,0.0066949255,-0.00045333192,0.00075765635,-0.0013568222,-0.00610519,-0.0005018171,0.0023375468,-0.006896874,0.01635285,-0.0059701437,-0.0011544859,0.0074827517,-0.00038061524,0.14749028,0.005103694,0.16203876,-0.6557613,-0.011612846,-0.00016341369,0.0025607732,0.08535826,-0.009173611,0.16959305,0.2922452,0.29625773,0.0012410033
1,-0.0035921158,-0.013734501,-0.0015473121,-0.0029503435,0.010217824,-0.015751963,-0.24173678,-0.009157148,-6.287941e-06,-0.00382987,-0.0005113901,-0.0019571998,-0.00531248,-0.02128848,-0.019511024,0.0015203737,-0.0074105263,-0.00473155,0.017409105,-0.002164789,-0.007863573,0.0010401332,-0.0019494565,-0.00087733055,-0.04496295,-0.0018053636,-0.11362214,0.002607766,0.0005452612,0.015916955,0.00010095035,-0.0029479836,7.215373e-05,-0.0014726087,-0.003541007,0.00784323,0.0045319945,-0.00578291,0.004442357,-0.0054026544,-0.00111853,-0.031104308,-0.5043911,-0.3630267,0.0001710184,0.0047519277,-0.002488999,-0.0021428054,-0.0018925893,-0.0010061337,-0.0025830967,0.0016804194,-0.006961863,0.0011592197,0.001445588,0.0022970284,-0.0006187279,-0.004329712,0.055662308,0.0007931844,0.15628012,-0.00026991518,-0.0063960697,0.006111158,-0.01848366,0.016716661,-0.0011360212,0.007021691,0.009810766,-0.0151549205,-0.0025330335,0.0030679626,-0.006258176,-0.0012361032,-0.0059188283,-0.00030933102,-0.0029593727,0.0018679585,0.002130857,-0.00027013192,-0.002902373,-0.00044541887,-0.008179164,0.0015319365,-0.004575942,-0.005810368,0.2317191,0.0197091,-0.28524184,-0.006025614,0.004772088,0.0017378522,0.00049247406,-0.076400384,0.0012810116,-0.29664224,-0.16731632,0.14252113,0.00095497037
2,0.072920784,-0.043394748,0.024259888,0.013304532,0.028953917,-0.011931623,-0.38596117,-0.039436888,0.028021703,0.065359294,-0.00048429202,-0.004258813,-0.024406405,-0.16026185,-0.2396842,0.00679927,-0.14099899,-0.020127093,-0.42160755,-0.0021650104,-0.029888986,-0.040176325,0.006512247,-0.019033084,-0.2640391,-0.008844046,0.11731472,-0.00030303476,-0.00421588,-0.02478315,0.008001922,0.074381374,0.0026857797,-0.013361262,-0.008533774,0.016156426,0.020421432,-0.0020349408,0.04405408,0.056324765,-0.04557381,-0.07988339,-2.1910944,-2.0722425,0.0022781035,-0.007396076,-0.003447666,0.0075703682,-0.03028242,-0.0036655006,0.002500557,-0.0033569895,0.0027052723,0.013479112,0.0010433119,0.02021599,-0.013707465,-6.757995e-05,0.00096941495,0.004049949,-0.119248,0.0011858619,-0.059882134,-0.020472834,0.16215757,0.008929462,0.014532838,0.027925512,-0.01566072,0.04994304,-0.005636912,0.0025373162,-0.04626306,0.019215118,-0.02283196,0.008062143,-0.017235963,-0.0045861257,0.0019095199,0.005027627,-0.0153680835,0.040688124,-0.10075571,0.01727328,0.03335002,-0.00835247,0.78759235,-0.39318135,-0.64267933,-0.009511963,-0.028283145,0.0077736266,0.008916787,-0.6780874,-0.0014867459,-1.0349989,0.18395483,1.5792937,0.010803521
3,0.002191979,0.007033327,0.0010169792,0.0065958467,0.01112525,0.037887413,0.34330693,0.020392738,-2.0605861e-05,0.0031596438,0.0031941726,-0.00029124558,-0.0060754865,0.0146977985,-0.009179179,-0.006783169,0.0212315,-0.0051001003,-0.004965784,0.0075724227,0.010708683,0.025134241,-0.0023423026,0.0042492496,0.06288805,0.0027996844,0.24129441,-0.0049394784,0.0022106224,-0.023026245,-0.00037923385,0.010677037,0.0010660416,0.0039473963,-0.01077564,0.010658791,-0.022937136,0.0045720423,0.011672275,-0.0009756929,-0.005616346,0.021337103,0.53569025,0.19256538,0.0038146656,-0.013048606,-0.0032146578,-0.0010522049,-0.0046961294,-0.00070073287,-0.009375541,-0.00027823856,-0.006034878,0.005792978,9.144557e-05,-0.00057665986,0.00015302002,-0.0026298037,-0.079331845,0.004598158,-0.3182078,0.0006861628,0.0041206134,-0.0045261253,0.015307132,-0.0008521065,-0.0063932007,0.005608572,0.00013134652,0.025127778,0.0028862052,1.7605227e-05,-0.039054625,0.0015174167,0.0037064953,9.038675e-05,0.011895293,0.0026964897,0.00032756082,0.003131956,-0.005881208,0.014530197,0.02100505,-0.003971393,-0.0008001588,-0.0045199674,-0.36473802,-0.015699353,0.40955868,-0.64356524,-0.009825771,-0.0012254793,-0.00206956,-0.61259127,0.002867865,0.1831954,0.41828358,-0.66651404,0.0006648463
4,0.09008747,-0.061694577,0.024203213,-0.008389222,0.029219683,-0.07980822,-1.0794363,-0.058403187,0.023617784,0.06291345,0.0039148885,-0.006202569,-0.033687208,-0.19936001,-0.2748394,0.008394786,-0.17276764,-0.01809568,-0.43181154,-0.018207667,-0.056084406,-0.036351353,0.0070897597,-0.024003033,-0.34068477,-0.01452276,-0.58471566,0.0066374834,-0.004974777,0.0015412072,0.0052454374,0.048251975,0.004155074,-0.02018153,-0.009356348,0.0047050463,0.045646697,-0.014017572,0.04136727,0.06453687,-0.047354393,-0.12814237,-2.2193239,-2.1550949,-0.0002503567,0.016394349,-0.0023253232,0.008450502,-0.027343713,-0.0022986403,0.0076320246,-0.0052141133,0.009809287,0.0077413428,0.006263858,0.022442078,-0.015028474,0.0025481572,0.17734349,-0.0015596864,0.6407486,-0.0002454293,-0.06702115,-0.012721316,0.1304107,0.018728392,0.011757089,0.01203854,1.4846513e-05,0.022369549,-0.008761061,0.0023243218,-0.009709115,0.021791771,-0.02791274,0.0034479196,-0.03340017,-0.0047284532,0.004031627,-0.0013385098,-0.015639873,0.040595256,-0.11910563,0.03353247,0.013858576,-0.004663822,0.82182056,0.13436203,-1.2013581,-0.07967946,-0.014250124,0.013520553,0.01388124,-0.20771408,-0.023064079,-1.459922,-1.5739669,1.581676,0.011121776
5,0.10021761,-0.009186424,0.021145903,0.0030546973,0.091244265,0.03856858,0.90349877,-0.06727281,0.031054143,0.05537536,0.010206259,-0.012134547,-0.051125914,-0.13603555,-0.20516501,-0.0069570197,-0.09323848,-0.014807379,-0.34463155,0.012829504,0.06951311,-0.008134283,-0.004249008,-0.015507301,-0.03322574,0.0019032812,0.65844464,-0.00442504,-0.0025648356,-0.01742101,0.033262797,0.007165022,0.002004049,0.0023302718,-0.034049958,-0.0048915218,0.004262211,0.005973083,0.02576709,0.06492511,-0.044785045,-0.0758654,-2.0577614,-1.8602793,0.011474203,-0.024378028,-0.009797327,0.009558711,-0.028399786,-0.0049958085,0.009478542,0.0033666957,0.036076896,0.022659035,0.0017678787,0.021992825,-0.0016946325,-0.011978349,-0.1286324,-0.0060538687,-0.633558,0.0010018022,-0.08023158,-0.020941097,0.1394788,0.05776966,0.025629358,-0.000107054395,-0.0057266555,0.09868303,-0.008900641,0.025751457,0.01807521,0.010735653,-0.0030206388,0.004928756,-0.0067929593,0.0020484712,-0.007445235,-0.0017866684,-0.01867945,0.0032440193,-0.07394166,-0.01221005,0.035618387,-0.009721469,0.06600272,0.15272474,0.906288,-0.0020443418,-0.026602706,0.0075553134,-0.0024437075,0.40742117,0.026112454,-2.0815482,1.3601345,1.1050155,0.007203471
6,0.00866625,-0.017395336,0.0023607728,-0.004794157,0.026651556,-0.018271876,-0.22186114,-0.00434734,0.00085829984,0.0026340382,0.003306488,-0.0019398446,-0.011387292,-0.041599464,-0.053196263,-0.0034828857,-0.009827053,-0.006293686,-0.036825515,-0.005082791,-0.016182108,0.0053265,0.000720287,-0.0021440757,-0.080932625,-0.0039375587,-0.08087002,1.5230358e-05,0.0009241624,-0.0013993189,-0.0037741063,0.018536197,-0.0010788034,-0.006914789,-0.0059859687,0.01617571,0.0074326308,-0.0041058105,0.02046161,0.004217051,-0.011074446,-0.03176922,-0.9237911,-0.5941446,0.00026399014,0.0018037738,0.00012610175,-0.00030185527,-0.009635538,0.00082205975,-0.0040832683,-0.002675138,-0.0034270496,0.0018609372,0.0014450288,0.004795754,-0.00261588,0.0020841558,0.054836895,-0.0015781061,0.118335605,-0.000290248,-0.009055169,-0.001662863,-0.00911825,0.010814475,-0.006314481,0.0034062006,0.006115978,-0.0027859288,-0.0018112127,0.0020264967,-0.0026999447,0.0020184747,-0.0077913157,-0.0005552457,-0.0028123104,-0.0026333444,0.003009188,0.0020373352,-0.006499856,0.010557647,-0.005043365,0.0022185075,-0.0037538125,-0.007716699,0.37829632,0.028109299,-0.29581997,-0.6618417,-0.0020370695,0.0024765078,0.0031365633,-0.053226784,-0.005195779,-0.30849743,-0.10389933,0.5315312,0.0025464885
7,0.08921189,-0.06822383,0.025144633,-0.0101497,0.030860482,-0.09159546,-1.0920348,-0.062542066,0.022330867,0.06421249,0.003449603,-0.0071997116,-0.033880316,-0.20823765,-0.28190094,0.009219407,-0.17239219,-0.01815566,-0.43187788,-0.017245142,-0.057452936,-0.038953133,0.007100327,-0.024627566,-0.36709967,-0.015947115,-0.5818676,0.007837522,-0.0049159247,0.0043741525,0.0047464855,0.049399573,0.0047735358,-0.02214903,-0.008714678,0.00856253,0.04648225,-0.015759837,0.041955814,0.065325715,-0.047162887,-0.13400418,-2.2202437,-2.156278,-0.0024279493,0.016494514,-0.0023580682,0.0069252467,-0.027947523,-0.0011585674,0.007423337,-0.0050780047,0.008050764,0.0069031776,0.006674799,0.022811277,-0.015182811,0.0025910933,0.17746694,0.00014043585,0.63995486,0.0002864773,-0.06843656,-0.010226754,0.13071473,0.020401115,0.011698876,0.015995203,0.0011074932,0.01912868,-0.009957548,0.0018815271,-0.008474649,0.023073418,-0.028568052,0.005293358,-0.034986947,-0.0053536966,0.005471024,-0.00086711993,-0.01378513,0.038262993,-0.12391991,0.034784496,0.012387968,-0.006024384,0.82265866,0.13390653,-1.4245129,-0.08121571,-0.014149146,0.01373288,0.015196859,-0.20576182,-0.02480539,-1.5095252,-1.5696965,1.5816907,0.011508513
8,0.026168518,4.2135245e-05,0.008857216,-0.0010773296,0.016584229,-0.010019672,0.25375912,0.013968274,0.00641592,0.017460773,0.002686311,0.00021367449,-0.0045748083,-0.016632713,-0.0678743,-0.0070162937,-0.02555092,0.002630508,-0.13095352,0.004965249,-0.01051617,0.0041675963,0.003125583,-0.0029330663,-0.049503043,-0.0009690521,0.21564865,-0.00025792004,-0.00011072705,-0.04810523,-0.0027777473,0.03302341,-0.0023272955,-0.004026435,-0.002708284,0.00909991,-0.0011807788,0.006072628,0.024084195,0.025257703,-0.01643028,0.023419302,-0.674778,-0.40028653,-0.00022673525,-0.009012319,0.0013345311,0.0054387385,-0.008805974,-0.002754638,-0.0017722056,-0.0052258857,0.006014225,0.0035614192,-0.0015558302,0.0031547179,-0.0044216425,0.012612162,-0.05403741,-0.0025148196,-0.28522086,0.00045713386,-7.883157e-05,-0.010511452,0.058881987,-0.004775403,-0.0003120046,-0.01872616,-0.006891778,0.03964889,-0.000936932,0.00038345117,0.010387984,0.0062164296,-0.0009634742,-0.0017386188,-0.0022876307,-0.0026715726,-0.0024122791,0.0019858787,-0.0073519223,0.018586276,-0.0106816925,-0.0072271344,0.0154775465,0.00018365405,0.1536366,0.0015335436,0.21538538,-0.6542488,-0.4929911,-0.0002176706,0.002989618,0.11713906,-0.012210605,0.2513142,0.39886838,0.26219255,0.00041057047
9,0.0226672,0.0023121573,0.006738591,0.0012914285,0.02262024,0.0032780757,0.20613794,0.019577734,0.0048452294,0.011314497,0.0048461887,0.00069486554,-0.006976494,-0.019088332,-0.059510924,-0.008037936,-0.013748029,-0.0002797027,-0.10669408,0.0032693546,-0.01217076,0.0039734235,0.0032088237,-0.0023831632,-0.041517157,-0.0012556895,0.17021139,-0.0031466598,0.00043238507,-0.046568044,-0.005125117,0.0350881,-0.0028416344,-0.004045384,-0.005325712,0.012743909,-0.0014153358,0.005241892,0.02588886,0.021079186,-0.017019883,0.016079366,-0.6065618,-0.3342654,0.0019550335,-0.008267519,0.0047858264,0.0043929336,-0.01216991,-0.00057800557,-0.00029292834,-0.008037845,0.0073692854,0.0038892752,-0.0009960023,0.0028770103,-0.0037486763,0.010711558,-0.04433372,-0.002114441,-0.23782258,0.0008710228,-0.0017602523,-0.01308511,0.04176886,-0.011070375,-0.0055952095,-0.010879436,-0.0073873242,0.03353288,0.001039333,-0.0009095454,0.009708055,0.007593627,-0.0010136028,0.0006079994,0.00085639756,-0.0068951314,-9.373842e-05,0.003221034,-0.008981692,0.01909041,7.983029e-05,-0.0023485906,0.00595508,-0.0016106308,0.13955857,0.0034698192,0.19606319,-0.95177215,-0.013150388,-0.00023278124,0.002860058,0.09659881,-0.010597814,0.20847861,0.334687,0.25193533,0.0015539714
