0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98
4EBP1pS65,-0.170012,0.005498528,-0.004624457,0.011600238,-0.056630697,0.04938959,0.09553881,0.018643262,-0.06544195,-0.0020929126,-0.059086945,-0.020465517,0.009184519,-0.016358921,0.06512727,-0.00059210986,0.0043047857,0.03043122,-0.01610798,0.00908276,-0.038140267,-0.07907598,-0.071197934,-0.13176067,-0.010706129,-0.076418154,0.02082514,-0.0042509343,0.00015664112,0.00071969617,-0.029815983,-0.04950126,-0.0010131199,0.004290388,0.0017834086,0.00011094523,0.12121334,0.049523663,-0.003362883,-0.043734748,0.09555951,0.042524792,0.06480605,0.007377141,-0.06326478,-0.06366274,-0.0010374464,-0.0011815031,-0.0016998952,-0.010189403,0.064178646,0.0013916313,-0.009359974,0.0048423945,-0.00084846467,-9.610729e-06,0.0015379103,0.001252207,-0.063595146,-0.049660094,-0.08274835,-0.0007274715,-0.070952095,0.0011541491,0.036158398,-0.00076419226,0.000114007154,0.12744695,-0.00076078065,0.0010874071,0.002070659,0.03397384,6.954983e-05,-0.11437752,-0.025796494,0.072617084,0.0032672905,-0.037534807,-0.10608668,0.0026283676,-0.067768954,0.03173121,0.094647706,0.03522326,0.028002154,-0.016407643,-0.07972645,-0.12792318,0.048394028,0.06942275,-0.028862864,-0.009012699,0.092031375,0.07546324,-0.15426755,0.17113331,0.119384535,0.571278,-0.23126271
RbpS807,-0.1506781,-0.24577011,0.04678105,0.060117494,-0.01533168,-0.021561489,0.12020952,-0.024327856,-0.013372024,-0.16120566,-0.03336219,0.041748613,-0.06618022,0.026331723,0.18842062,-0.00020109,-0.008631341,-0.03885885,-0.00995365,-0.0009788364,0.060867097,-0.20742412,0.11177864,0.0769964,-0.047555402,-0.010824995,-0.074304886,-0.04534912,-0.0011937248,0.0012374045,-0.0020107874,-0.0063459855,-0.0006142475,0.13021974,-0.008177052,0.0006371852,0.048297063,-0.03581039,-0.009688956,0.05076089,0.07241468,-0.042004302,-0.067016885,-0.04747597,-0.038822673,0.006917596,0.0006401795,-5.1929674e-05,-0.003569532,-0.019799378,-0.03436014,-0.0010047755,0.0021833575,-0.00080709555,0.00047490015,-0.00020438305,-0.023254886,0.033435136,0.030465253,0.028109336,-0.11842847,0.0010997552,-0.09346589,0.0015413504,-0.08506897,0.04895268,-0.00019377332,0.0047417283,0.0001248911,-0.00036636594,0.0002628382,-0.0004819281,-0.00055599934,0.017635047,-0.10088734,0.023136334,0.002110714,0.026280928,0.040222917,0.0001808303,0.10000478,-0.013602192,-0.10940336,0.018900324,-0.14045988,-0.2588332,0.009179857,-0.2114765,-0.13725775,0.033520225,-0.137462,0.031270124,0.14026457,-0.101874754,0.006206641,-0.078159444,0.056415416,-0.07870134,0.06486572
MAPKpT202,-0.124501474,-0.20942126,-0.06879793,0.02887344,-0.07234264,0.05200469,0.09676426,-0.15219702,-0.0023908424,-0.102964066,0.12548827,-0.062956505,-0.14728782,-0.09801711,0.19091225,-0.0027858554,0.0016014965,0.06828581,-0.0071981945,-0.0072056446,0.097168885,-0.22142999,0.06392956,0.025390293,-0.0010725398,-0.111590646,-0.11199252,0.028483652,-0.0024447201,-0.002541924,-0.06970631,0.19982408,0.056985836,0.08022652,-0.0018591637,2.6962603e-05,0.017344601,-0.19120058,0.006932532,0.062101264,0.062384304,-0.03242964,-0.030095033,-0.043369908,-0.13078082,0.06466441,0.0049901097,-0.00017493448,0.005074859,0.077747226,-0.14917041,0.00048422776,0.00013861657,-0.004178001,-0.0018829976,0.00017449277,-0.01012687,-0.015607184,0.004803076,0.001511515,-0.010811516,0.0002907447,-0.017602589,0.0002387948,-0.12831509,0.0771121,0.0002678348,-0.07610212,0.0010119812,0.00062016386,-0.00011535411,-0.0050526983,-7.996708e-05,0.049969736,-0.05575749,0.10433516,-0.0012372612,0.0027645442,-0.016124265,-0.00040075157,0.093165964,-0.00282648,-0.1754517,0.031109566,-0.17327887,-0.21325208,0.115536764,-0.36372954,0.059415948,-0.030016419,0.0028311296,-0.025424214,0.25581193,-0.21515922,-0.07646081,0.0545285,0.114943266,-0.21434037,-0.01988677
MEKpS217,-0.057874553,-0.09495904,-0.061392576,-0.10206018,-0.05179172,0.049732987,0.04097772,-0.079592966,0.024046618,0.026841976,0.17789322,-0.06589547,-0.16085126,-0.090593904,0.018871408,-0.0004861138,0.0061959014,0.07291566,0.004504768,-0.009795731,0.014538342,-0.09372944,-0.028010188,-0.019371284,0.02789025,-0.10343746,-0.03290922,0.041408904,-0.00012473599,-0.0015544406,-0.039163366,0.12978715,0.015055331,-0.03382206,0.0007359119,0.0002560136,0.012727442,-0.07500788,0.009407532,0.008252143,0.01111347,-0.009817622,0.048375294,-0.015411463,-0.090571016,0.04110065,0.0005152179,-0.0007951475,0.0040035066,0.07057395,0.0091852825,0.0017711995,0.00025466084,-0.005523583,-0.0006141014,-0.00045368518,0.012466517,-0.0019022531,0.0307894,-0.11117876,0.09513247,-0.00045081964,0.059113283,-0.0010818712,-0.003891858,0.009469818,-0.00012876492,-0.065629765,-0.00048688444,-0.0006100356,0.00010794803,0.009647268,-0.00078550214,0.016592488,0.010452814,0.04591922,-0.0022698983,0.0015528242,-0.00035013235,-0.00024816638,0.014203226,0.0051981336,-0.04151448,-0.005116751,-0.06259546,-0.14968365,0.069650866,-0.17110105,0.14382231,-0.034689527,0.11844082,-0.038471207,0.2898003,-0.094709836,-0.17379864,0.10551331,0.108501084,-0.04408711,0.017177697
S6,-0.07644295,-0.099233754,0.057966463,0.0884626,-0.31672287,0.106671974,0.027478512,-0.050586917,-0.090814136,-0.12502433,-0.12512302,-0.11964967,0.008409024,-0.093500644,0.056021567,0.00018589557,-0.037314024,0.01337278,0.0019804838,-0.002856538,0.054180063,-0.18204978,0.019132208,-0.16085054,-0.025824351,-0.08084733,-0.002532302,-0.01691145,0.0016742204,8.739281e-05,-0.043852754,-0.001737316,0.015091855,0.128777,-0.017904457,-0.00048544182,0.2381605,-0.13098875,-0.017543921,-0.0817315,0.073643036,0.26334918,0.003714077,-0.041781936,-0.09375059,-0.026552662,-0.002408176,0.00027196133,0.00030155352,0.023144154,-0.052978795,-0.0021288432,0.0014727947,0.009866739,0.00036075152,-0.0004254226,-0.032373868,-0.015698832,-0.046289276,0.10149395,-0.14954121,0.00088427344,-0.13162883,-0.008154906,-0.00079694274,0.07792173,-3.1983713e-05,0.12615037,-8.737572e-05,0.0015501647,0.00025381648,-0.013639201,-3.972408e-05,-0.1280423,0.13519481,0.15282089,-0.005967794,0.0056412197,0.0020886764,0.0013439138,0.0012438927,0.087855056,0.009348948,0.13929862,-0.010556692,-0.23435497,-0.16693601,0.0029422943,0.0514993,0.04709668,-0.15263386,0.036926318,0.115322255,0.02199421,-0.17822275,0.2386861,0.0562632,0.03806916,-0.14831524
PAI-1,0.030391429,0.1402749,0.032383062,-0.10043526,0.06476755,-0.22799774,-0.04457587,0.1057046,0.11111436,0.005229742,0.028415347,0.15353405,0.05126982,0.12941468,-0.07457793,-0.002072521,0.040944677,-0.10643563,0.022949638,-0.0012753124,-0.11799357,0.09337506,0.0064101513,0.11920432,-0.037501454,0.08332961,0.012501528,-0.010293627,0.0001290763,0.0024780433,0.1062838,-0.24440482,-0.10872037,-0.035470076,0.010322497,-2.858456e-05,-0.11486333,0.29381663,0.0045071263,-0.014161913,-0.05807622,-0.0866942,0.026724594,0.04300013,0.14063017,0.0012497469,-0.0030385384,-0.00044760306,-0.0038639142,-0.02642045,0.0769494,-0.004247911,-0.00022407415,-0.018815573,0.0025314016,0.0004064769,0.022476485,0.08666529,0.07884738,-0.023679083,0.0861073,9.5706055e-06,0.020701224,-0.00018886267,0.080137946,-0.080609255,-0.00023428845,-0.049867574,0.0013006475,0.0010136621,0.002742176,0.030016681,-0.0012458274,0.07712695,-0.022079853,-0.07996868,-0.006055746,-0.0019340825,0.15676633,0.0065808487,0.066609666,-0.008089887,0.09542332,-0.07271711,0.12673874,0.11663681,0.17770793,-0.16366476,-0.2636208,0.0015305611,0.15525676,-0.018116519,-0.12186716,0.00421123,0.2824853,-0.23736322,-0.14752388,-0.053732987,0.20558791
AKTpS473,-0.20490772,-0.09594769,0.15435717,0.20621787,-0.1908189,0.09656848,0.07798417,-0.004469647,-0.035168376,-0.19221488,-0.28974786,-0.087146804,0.017084926,-0.035712827,0.039666116,0.0010040246,-0.027754288,-0.015613287,0.011818461,-0.027064392,-0.0022130262,-0.14287627,-0.07785619,-0.26658383,0.31208843,-0.16363628,-0.030169288,-0.01658088,0.00064466,-0.011280084,-0.005345602,-0.0010103107,0.095202275,0.0991504,-0.010735518,-9.301302e-05,0.02881705,0.0034515958,0.03515371,0.06761293,0.10040193,0.14485015,0.0060343854,-0.0413029,-0.18652111,-0.022985647,-0.010250267,0.0014010684,0.0007474936,0.116378605,-0.16316888,0.00011565682,0.0031736016,0.023339242,0.00046633912,-5.769948e-05,-0.022673657,-0.06882933,-0.19273356,0.16646543,-0.19916184,0.005511038,-0.14601663,0.001615009,-0.02652212,0.08749257,-9.350341e-05,0.05819117,0.0011501191,0.001601428,-7.802683e-05,0.026844952,0.00021782468,-0.185095,0.101944655,0.22420844,0.002295038,0.011328149,0.09770616,-0.0147505365,-0.07084597,0.011965508,0.0013916112,0.113726206,-0.079340555,-0.008553551,-0.12406605,-0.05816254,0.43414262,0.018078845,0.07295186,0.011363634,0.16567692,-0.19856083,-0.06143861,0.16909951,0.4197994,-0.33943132,-0.22094369
AMPKpT172,-0.13863061,-0.18778448,0.05301708,0.159471,-0.106574364,0.07851325,0.08822389,-0.074514456,0.0143012665,-0.11065526,-0.0967065,-0.075955845,-0.047874477,-0.08558609,0.04370601,0.0037853443,0.003517685,-0.0067206584,-0.0062849903,-0.001627794,0.12015473,-0.12598449,0.0803888,0.004254533,-0.057364337,-0.07070613,6.568758e-05,-0.00056445383,0.00069385965,-0.0029204332,0.021092923,0.12668723,-0.009400968,0.12870823,-0.00046749215,0.00010479329,0.0047054193,-0.19223693,0.023462461,0.024050748,0.10356003,0.013146636,-0.016722448,0.013429692,-0.16197792,0.02249199,-0.003598989,-0.00200256,-0.0021557482,0.05778409,-0.18559669,-0.0007600138,-0.00061783846,0.001715086,-0.0011058709,8.4450105e-05,-5.800894e-05,-0.008686262,-0.0069996025,0.12171916,-0.0866006,-0.00114813,-0.07919852,0.00059547415,-0.010813613,0.08076393,-0.0008456966,0.00920339,0.00021884523,0.00043018837,-0.0006918643,0.0010617813,0.0005612292,-0.0635373,-0.005862121,0.08251074,0.0067526875,-0.0044314764,-0.034547467,-0.0011823565,0.041470107,-0.0039600553,-0.12878396,0.026952097,-0.18154584,-0.04932351,-0.16684152,0.1605055,0.00033659776,-0.0005772647,-0.14359528,0.036818076,0.15697919,-0.07510495,-0.14363484,0.11744296,-0.027919482,-0.23733668,-0.03732707
b-Catenin,0.062662445,-0.004140288,-0.10529869,-0.059435472,0.033581413,-0.056050457,0.007786041,0.0014985641,-0.12087148,-0.029468004,0.042107206,0.013026293,0.021904383,0.03502117,0.00027205248,0.0034349132,0.0035872702,0.0007073666,-0.019473853,0.01605936,0.089923546,0.07334508,0.040542006,0.10127337,0.02163141,-0.0043693194,0.00058462645,-0.010181505,-0.0010347778,0.005008058,-0.00045026263,0.016011218,-0.0023297044,0.08009537,0.0024539777,-0.0004735822,-0.07807365,-0.03889704,-0.02365295,0.020012377,-0.040664017,-0.08668019,-0.054667357,-0.027376154,0.010019757,-0.012778728,-0.0008277962,-5.4492906e-05,0.00096499734,-0.04411447,-0.07514236,0.0013602865,0.0022395598,0.0059484174,-0.00014214573,1.7573373e-05,-1.0600139e-05,0.019650843,0.0042949906,0.00082218595,-0.011256094,-0.0007377203,0.03853832,-0.0008403308,-0.06260306,-0.016090086,0.00070499745,-0.068670526,-0.00022462776,0.0002243426,-0.0006397689,-0.0022300084,0.0011057613,0.13886818,-0.094762824,-0.02114216,-0.0010047351,-0.0011070966,-0.0064682,0.0020080768,0.061678465,0.0007856947,-0.06256938,-0.0040211705,-0.07028341,0.03687641,0.028436908,0.27404186,0.073434986,0.0062905243,-0.15829031,-0.009898869,-0.20236094,-0.2860851,0.12590875,-0.0645594,-0.004739043,-7.646179e-05,0.004114485
