proteins,NaN_prop_samples_with_targets,NaN_prop_all_samples,target,NaN_control,targeting_pert_ids
A0A024RBG1,0.038461538461538464,0.031914893617021274,False,False,
A0A096LP01,0.038461538461538464,0.05319148936170213,False,False,
A0A0B4J2D5,0.0,0.0,False,False,
A0A0B4J2F0,0.8205128205128205,0.8297872340425532,False,True,
A0A0U1RRL7,0.9487179487179487,0.9574468085106383,False,True,
A0AV96,0.0,0.0,False,False,
A0AVF1,0.01282051282051282,0.02127659574468085,False,False,
A0AVT1,0.0,0.0,False,False,
A0FGR8,0.0,0.0,False,False,
A0JLT2,0.07692307692307693,0.06382978723404255,False,False,
A0JNW5,0.0,0.0,False,False,
A0MZ66,0.0,0.0,False,False,
A0PJW6,0.038461538461538464,0.05319148936170213,False,False,
A1A4S6,0.0,0.0,False,False,
A1L020,0.0,0.010638297872340425,False,False,
A1L0T0,0.0,0.0,False,False,
A1L188,0.02564102564102564,0.031914893617021274,False,False,
A1L390,0.0,0.0,False,False,
A1L4K1,0.782051282051282,0.776595744680851,False,True,
A1X283,0.0,0.0,False,False,
A1XBS5,0.0,0.010638297872340425,False,False,
A2AJT9,0.9615384615384616,0.9574468085106383,False,True,
A2RRP1,0.0,0.0,False,False,
A2RTX5,0.01282051282051282,0.02127659574468085,False,False,
A2RU67,0.23076923076923078,0.24468085106382978,False,True,
A2RUC4,0.0,0.0,False,False,
A3KMH1,0.0,0.0,False,False,
A3KN83,0.0,0.0,False,False,
A4D1E9,0.0,0.0,False,False,
A4D1P6,0.0,0.0,False,False,
A4D1S5,0.6794871794871795,0.6808510638297872,False,True,
A4D1U4,0.038461538461538464,0.0425531914893617,False,False,
A4D2B0,0.1794871794871795,0.1702127659574468,False,False,
A5A3E0,0.11538461538461539,0.13829787234042554,False,True,
A5D8V6,0.01282051282051282,0.010638297872340425,False,False,
A5D8W1,0.5897435897435898,0.5851063829787234,False,True,
A5PLN9,0.07692307692307693,0.0851063829787234,False,False,
A5YKK6,0.0,0.0,False,False,
A6NCE7,0.01282051282051282,0.010638297872340425,False,False,
A6ND36,0.0,0.0,False,False,
A6NDG6,0.0,0.0,False,False,
A6NDU8,0.02564102564102564,0.02127659574468085,False,False,
A6NED2,0.01282051282051282,0.031914893617021274,False,False,
A6NFI3,0.7435897435897436,0.723404255319149,False,True,
A6NFQ2,0.9102564102564102,0.9148936170212766,False,True,
A6NGB9,0.038461538461538464,0.0425531914893617,False,False,
A6NHL2,0.01282051282051282,0.031914893617021274,False,False,
A6NHR9,0.0,0.0,False,False,
A6NHX0,0.02564102564102564,0.02127659574468085,False,False,
A6NIH7,0.0,0.0,False,False,
A6NJ78,0.01282051282051282,0.02127659574468085,False,False,
A6NKD9,0.0,0.0,False,False,
A6NKF1,0.07692307692307693,0.09574468085106383,False,False,
A6NKT7,0.01282051282051282,0.02127659574468085,False,False,
A6NLP5,0.9615384615384616,0.9574468085106383,False,True,
A6NMY6,0.01282051282051282,0.010638297872340425,False,False,
A6QL63,0.44871794871794873,0.46808510638297873,False,True,
A6ZKI3,0.0,0.0,False,False,
A7E2V4,0.038461538461538464,0.031914893617021274,False,False,
A7KAX9,0.3974358974358974,0.40425531914893614,False,False,
A8CG34,0.0,0.0,False,False,
A8MPS7,0.717948717948718,0.723404255319149,False,False,
A8MQ03,0.3333333333333333,0.35106382978723405,False,False,
A8MTT3,0.6538461538461539,0.648936170212766,False,True,
A8MVW0,0.01282051282051282,0.02127659574468085,False,False,
A8MW92,0.14102564102564102,0.1595744680851064,False,False,
A8MXV4,0.02564102564102564,0.02127659574468085,False,False,
A9UHW6,0.01282051282051282,0.010638297872340425,False,False,
B1AK53,0.0,0.0,False,False,
B2RTY4,0.9615384615384616,0.9680851063829787,False,True,
B4DXR9,0.9743589743589743,0.9787234042553191,False,True,
B7ZAP0,0.7948717948717948,0.7872340425531915,False,False,
B7ZAQ6,0.0641025641025641,0.07446808510638298,False,False,
C4AMC7,0.0,0.0,False,False,
C9J7I0,0.11538461538461539,0.13829787234042554,False,False,
C9JJH3,0.8589743589743589,0.8723404255319149,False,True,
C9JLW8,0.0,0.0,False,False,
E9PAV3,0.0,0.0,False,False,
E9PRG8,0.0,0.0,False,False,
L0R6Q1,0.21794871794871795,0.23404255319148937,False,True,
L0R819,0.01282051282051282,0.010638297872340425,False,False,
L0R8F8,0.0,0.0,False,False,
O00115,0.0,0.0,False,False,
O00116,0.0,0.0,False,False,
O00124,0.34615384615384615,0.3404255319148936,False,False,
O00139,0.0,0.0,False,False,
O00142,0.0,0.010638297872340425,False,False,
O00148,0.0,0.0,False,False,
O00151,0.0,0.0,False,False,
O00154,0.0,0.0,False,False,
O00159,0.0,0.0,False,False,
O00160,0.0,0.010638297872340425,False,False,
O00161,0.0,0.0,False,False,
O00165,0.0,0.0,False,False,
O00170,0.0,0.0,False,False,
O00178,0.0,0.0,False,False,
O00180,0.8333333333333334,0.851063829787234,False,True,
O00186,0.0,0.0,False,False,
O00189,0.01282051282051282,0.031914893617021274,False,False,
O00192,0.0,0.010638297872340425,False,False,
O00193,0.0,0.0,False,False,
O00194,0.01282051282051282,0.02127659574468085,False,False,
O00203,0.0,0.0,False,False,
O00204,0.1794871794871795,0.18085106382978725,False,False,
O00213,0.28205128205128205,0.2872340425531915,False,True,
O00214,0.0,0.0,False,False,
O00217,0.0,0.0,False,False,
O00221,0.0,0.0,False,False,
O00231,0.0,0.0,False,False,
O00232,0.0,0.0,False,False,
O00233,0.01282051282051282,0.010638297872340425,False,False,
O00244,0.0,0.0,False,False,
O00255,0.0,0.0,False,False,
O00257,0.02564102564102564,0.02127659574468085,False,False,
O00258,0.05128205128205128,0.06382978723404255,False,False,
O00264,0.0,0.0,False,False,[495]
O00267,0.0,0.0,False,False,
O00268,0.0,0.0,False,False,
O00273,0.0,0.0,False,False,
O00287,0.4358974358974359,0.43617021276595747,False,True,
O00291,0.0,0.0,False,False,
O00299,0.0,0.0,False,False,
O00303,0.0,0.0,False,False,
O00308,0.0,0.0,False,False,
O00311,0.717948717948718,0.723404255319149,False,True,
O00327,0.0,0.0,False,False,
O00329,0.782051282051282,0.7872340425531915,False,True,
O00330,0.0,0.0,False,False,
O00338,0.3717948717948718,0.3723404255319149,False,False,
O00339,0.07692307692307693,0.07446808510638298,False,False,
O00391,0.0,0.0,False,False,
O00399,0.6794871794871795,0.6808510638297872,False,True,
O00400,0.08974358974358974,0.10638297872340426,False,True,
O00401,0.0,0.0,False,False,
O00408,0.6923076923076923,0.648936170212766,False,False,
O00410,0.0,0.0,False,False,
O00411,0.0,0.0,False,False,
O00418,0.01282051282051282,0.010638297872340425,False,False,
O00422,0.0,0.0,False,False,
O00423,0.8461538461538461,0.8404255319148937,False,True,
O00425,0.0,0.0,False,False,
O00429,0.0,0.0,False,False,
O00442,0.0,0.0,False,False,
O00443,0.0,0.0,False,False,
O00458,0.6025641025641025,0.5851063829787234,False,True,
O00459,0.0,0.0,False,False,
O00461,0.1282051282051282,0.11702127659574468,False,False,
O00462,0.0,0.010638297872340425,False,False,
O00463,0.8333333333333334,0.851063829787234,False,True,
O00468,0.8333333333333334,0.8297872340425532,False,True,
O00469,0.0,0.0,False,False,
O00470,0.9871794871794872,0.9893617021276596,False,True,
O00471,0.0,0.0,False,False,
O00478,0.9487179487179487,0.9468085106382979,False,True,
O00483,0.0,0.0,False,False,
O00487,0.0,0.0,False,False,
O00488,0.0,0.0,False,False,
O00499,0.0,0.0,False,False,
O00505,0.0,0.0,False,False,
O00506,0.2564102564102564,0.24468085106382978,False,False,
O00507,0.9487179487179487,0.9361702127659575,False,True,
O00512,0.7307692307692307,0.7553191489361702,False,True,
O00515,0.0,0.0,False,False,
O00519,0.1282051282051282,0.10638297872340426,False,False,
O00522,0.21794871794871795,0.24468085106382978,False,False,
O00534,0.02564102564102564,0.031914893617021274,False,False,
O00541,0.0,0.0,False,False,
O00555,0.2692307692307692,0.2872340425531915,False,True,[557]
O00559,0.32051282051282054,0.3191489361702128,False,False,
O00560,0.02564102564102564,0.031914893617021274,False,False,
O00562,0.01282051282051282,0.010638297872340425,False,False,
O00566,0.0,0.0,False,False,
O00567,0.0,0.0,False,False,
O00571,0.0,0.0,False,False,
O00584,0.01282051282051282,0.010638297872340425,False,False,
O00592,0.02564102564102564,0.0425531914893617,False,False,
O00622,0.0,0.0,False,False,
O00623,0.34615384615384615,0.3617021276595745,False,False,
O00625,0.0,0.0,False,False,
O00629,0.0,0.0,False,False,
O00635,0.10256410256410256,0.10638297872340426,False,False,
O00712,0.9871794871794872,0.9893617021276596,False,True,
O00716,0.02564102564102564,0.031914893617021274,False,False,
O00743,0.0,0.0,False,False,
O00746,0.08974358974358974,0.09574468085106383,False,False,
O00748,0.9358974358974359,0.9361702127659575,False,True,
O00750,0.01282051282051282,0.031914893617021274,False,False,
O00754,0.0,0.0,False,False,
O00757,0.9743589743589743,0.9787234042553191,False,True,
O00762,0.0,0.02127659574468085,False,False,
O00764,0.0,0.0,True,False,[518]
O00767,0.0,0.0,False,False,
O14494,0.9615384615384616,0.9574468085106383,False,True,
O14497,0.0,0.0,False,False,
O14503,0.9871794871794872,0.9787234042553191,False,True,
O14514,0.5384615384615384,0.574468085106383,False,True,
O14519,0.8589743589743589,0.851063829787234,False,True,
O14521,0.01282051282051282,0.010638297872340425,False,False,
O14523,0.038461538461538464,0.031914893617021274,False,False,
O14524,0.9358974358974359,0.9468085106382979,False,True,
O14526,0.3717948717948718,0.35106382978723405,False,False,
O14530,0.0,0.0,False,False,
O14531,0.5,0.5425531914893617,False,True,
O14545,0.02564102564102564,0.031914893617021274,False,False,
O14548,0.0,0.0,False,False,
O14556,0.07692307692307693,0.07446808510638298,False,False,
O14561,0.0,0.0,False,False,
O14562,0.0,0.0,False,False,
O14569,0.038461538461538464,0.031914893617021274,False,False,
O14576,0.1282051282051282,0.13829787234042554,False,False,
O14578,0.0,0.0,False,False,
O14579,0.0,0.0,False,False,
O14593,0.46153846153846156,0.46808510638297873,False,True,
O14602,0.02564102564102564,0.02127659574468085,False,False,
O14613,0.038461538461538464,0.0425531914893617,False,False,
O14617,0.0,0.0,False,False,
O14618,0.01282051282051282,0.010638297872340425,False,False,
O14628,0.3333333333333333,0.3191489361702128,False,False,
O14639,0.01282051282051282,0.010638297872340425,False,False,
O14640,0.0,0.0,False,False,
O14641,0.0,0.0,False,False,
O14646,0.0,0.0,False,False,
O14647,0.0,0.0,False,False,
O14653,0.01282051282051282,0.010638297872340425,False,False,
O14656,0.0,0.0,False,False,
O14657,0.01282051282051282,0.010638297872340425,False,False,
O14662,0.01282051282051282,0.02127659574468085,False,False,
O14672,0.0,0.0,False,False,
O14678,0.38461538461538464,0.3617021276595745,False,False,
O14681,0.9743589743589743,0.9787234042553191,False,True,
O14682,0.358974358974359,0.3829787234042553,False,False,
O14683,0.01282051282051282,0.010638297872340425,False,False,
O14684,0.08974358974358974,0.10638297872340426,False,False,
O14686,0.32051282051282054,0.3404255319148936,False,True,
O14713,0.1282051282051282,0.14893617021276595,False,False,
O14727,0.21794871794871795,0.23404255319148937,False,True,
O14730,0.8333333333333334,0.8191489361702128,False,True,
O14732,0.02564102564102564,0.02127659574468085,False,False,
O14733,0.0,0.0,False,False,
O14734,0.0,0.0,False,False,
O14735,0.0,0.0,False,False,
O14737,0.01282051282051282,0.010638297872340425,False,False,
O14744,0.0,0.0,False,False,
O14745,0.0,0.0,False,False,
O14757,0.0,0.0,False,False,
O14763,0.01282051282051282,0.02127659574468085,False,False,
O14772,0.11538461538461539,0.13829787234042554,False,False,
O14773,0.0,0.0,False,False,
O14776,0.0,0.0,False,False,
O14777,0.0,0.0,False,False,
O14786,0.0,0.0,False,False,
O14787,0.0,0.0,False,False,
O14795,0.02564102564102564,0.031914893617021274,False,False,
O14802,0.0,0.0,False,False,
O14810,0.2948717948717949,0.2978723404255319,False,False,
O14817,0.16666666666666666,0.22340425531914893,False,False,
O14818,0.0,0.0,False,False,
O14828,0.0,0.0,False,False,
O14832,0.3076923076923077,0.32978723404255317,False,True,
O14841,0.0,0.0,False,False,
O14867,0.32051282051282054,0.32978723404255317,False,True,
O14874,0.0,0.0,False,False,
O14879,0.48717948717948717,0.48936170212765956,False,True,
O14880,0.01282051282051282,0.010638297872340425,False,False,
O14893,0.7051282051282052,0.7127659574468085,False,True,
O14896,0.0,0.0,False,False,
O14907,0.01282051282051282,0.010638297872340425,False,False,
O14908,0.0,0.0,False,False,
O14910,0.23076923076923078,0.2553191489361702,False,True,
O14920,0.01282051282051282,0.010638297872340425,False,False,
O14924,0.24358974358974358,0.24468085106382978,False,False,
O14925,0.02564102564102564,0.031914893617021274,False,False,
O14929,0.0,0.0,False,False,
O14933,0.01282051282051282,0.010638297872340425,False,False,
O14936,0.0,0.0,False,False,
O14939,0.038461538461538464,0.031914893617021274,False,False,[569]
O14949,0.0,0.0,False,False,
O14950,0.0,0.0,False,False,
O14957,0.02564102564102564,0.031914893617021274,False,False,
O14964,0.0,0.0,False,False,
O14965,0.0,0.010638297872340425,False,False,
O14966,0.01282051282051282,0.010638297872340425,False,False,
O14967,0.0,0.0,False,False,
O14972,0.10256410256410256,0.10638297872340426,False,False,
O14974,0.0,0.0,False,False,
O14975,0.0,0.0,False,False,
O14976,0.0,0.0,False,False,
O14979,0.0,0.0,False,False,
O14980,0.0,0.0,False,False,
O14981,0.0,0.0,False,False,
O15013,0.01282051282051282,0.010638297872340425,False,False,
O15014,0.48717948717948717,0.5,False,False,
O15015,0.9230769230769231,0.8936170212765957,False,True,
O15018,0.717948717948718,0.723404255319149,False,True,
O15020,0.0,0.0,False,False,
O15021,0.9230769230769231,0.9148936170212766,False,False,
O15027,0.0,0.0,False,False,
O15031,0.0,0.0,False,False,
O15033,0.717948717948718,0.7127659574468085,False,False,
O15037,0.01282051282051282,0.02127659574468085,False,False,
O15040,0.23076923076923078,0.24468085106382978,False,False,
O15042,0.0,0.0,False,False,
O15047,0.01282051282051282,0.010638297872340425,False,False,
O15049,0.7564102564102564,0.7446808510638298,False,False,
O15056,0.01282051282051282,0.031914893617021274,False,False,
O15061,0.9487179487179487,0.9468085106382979,False,True,
O15062,0.3974358974358974,0.40425531914893614,False,True,
O15063,0.9358974358974359,0.9361702127659575,False,True,
O15066,0.0,0.0,False,False,
O15067,0.0,0.0,False,False,
O15068,0.0641025641025641,0.06382978723404255,False,False,
O15075,0.9871794871794872,0.9893617021276596,False,True,
O15078,0.782051282051282,0.7659574468085106,False,True,
O15084,0.0,0.0,False,False,
O15085,0.038461538461538464,0.031914893617021274,False,False,
O15091,0.0,0.0,False,False,
O15111,0.0,0.0,False,False,
O15116,0.01282051282051282,0.010638297872340425,False,False,
O15118,0.0,0.0,False,False,
O15120,0.16666666666666666,0.1595744680851064,False,False,
O15121,0.038461538461538464,0.05319148936170213,False,False,
O15126,0.0,0.0,False,False,
O15127,0.0,0.0,False,False,
O15143,0.0,0.0,False,False,
O15144,0.0,0.0,False,False,
O15145,0.0,0.0,False,False,
O15155,0.08974358974358974,0.07446808510638298,False,False,
O15156,0.20512820512820512,0.23404255319148937,False,False,
O15160,0.0,0.0,False,False,
O15162,0.02564102564102564,0.031914893617021274,False,False,
O15164,0.01282051282051282,0.010638297872340425,False,False,
O15173,0.0,0.0,False,False,
O15182,0.0,0.0,False,False,
O15194,0.8461538461538461,0.8297872340425532,False,True,
O15211,0.3076923076923077,0.35106382978723405,False,False,
O15212,0.0,0.0,False,False,
O15213,0.0,0.0,False,False,
O15226,0.0,0.0,False,False,
O15228,0.0,0.0,False,False,
O15230,0.0,0.0,False,False,
O15231,0.0,0.0,False,False,
O15234,0.02564102564102564,0.031914893617021274,False,False,
O15235,0.0,0.0,False,False,
O15239,0.01282051282051282,0.02127659574468085,False,False,
O15240,0.038461538461538464,0.031914893617021274,False,False,
O15254,0.0,0.0,False,False,
O15258,0.0,0.0,False,False,
O15260,0.01282051282051282,0.010638297872340425,False,False,
O15264,0.0,0.0,False,False,
O15269,0.0,0.0,False,False,
O15270,0.0,0.0,False,False,
O15294,0.0,0.0,False,False,
O15297,0.0,0.0,False,False,
O15304,0.9871794871794872,0.9893617021276596,False,True,
O15305,0.0,0.0,False,False,
O15318,0.41025641025641024,0.44680851063829785,False,True,
O15321,0.0,0.0,False,False,
O15327,0.14102564102564102,0.13829787234042554,False,False,
O15335,0.8717948717948718,0.8617021276595744,False,True,
O15344,0.0,0.0,False,False,
O15347,0.0,0.0,False,False,
O15355,0.0,0.0,False,False,
O15357,0.0,0.0,False,False,
O15360,0.10256410256410256,0.11702127659574468,False,False,
O15371,0.0,0.0,False,False,
O15372,0.0,0.0,False,False,
O15379,0.0,0.010638297872340425,False,False,
O15381,0.0,0.0,False,False,
O15382,0.0,0.0,False,False,
O15392,0.6923076923076923,0.7446808510638298,False,True,
O15397,0.0,0.0,False,False,
O15400,0.0,0.0,False,False,
O15417,0.2692307692307692,0.26595744680851063,False,False,
O15427,0.0,0.0,False,False,
O15438,0.07692307692307693,0.06382978723404255,False,False,
O15439,0.0,0.0,False,False,
O15440,0.5,0.5106382978723404,False,True,
O15446,0.0,0.0,False,False,
O15460,0.0,0.0,False,False,
O15479,0.0,0.0,False,False,
O15484,0.34615384615384615,0.3617021276595745,False,False,
O15498,0.0,0.0,False,False,
O15504,0.0,0.0,False,False,
O15511,0.0,0.0,False,False,
O15514,0.02564102564102564,0.02127659574468085,False,False,
O15523,0.0,0.0,False,False,
O15525,0.5384615384615384,0.5638297872340425,False,True,
O15530,0.0,0.0,False,False,
O15533,0.0,0.0,False,False,
O15534,0.32051282051282054,0.32978723404255317,False,False,
O15541,0.01282051282051282,0.010638297872340425,False,False,
O15550,0.19230769230769232,0.19148936170212766,False,False,
O15551,0.10256410256410256,0.11702127659574468,False,False,
O43143,0.0,0.0,False,False,
O43148,0.0,0.0,False,False,
O43149,0.01282051282051282,0.010638297872340425,False,False,
O43150,0.0641025641025641,0.0851063829787234,False,False,
O43156,0.0,0.0,False,False,
O43157,0.7435897435897436,0.7340425531914894,False,False,
O43159,0.0,0.0,False,False,
O43164,0.08974358974358974,0.0851063829787234,False,False,
O43166,0.0,0.0,False,False,
O43169,0.0,0.0,False,False,
O43172,0.0,0.0,False,False,
O43175,0.0,0.0,False,False,
O43181,0.0,0.0,False,False,
O43187,0.44871794871794873,0.44680851063829785,False,True,
O43189,0.05128205128205128,0.0425531914893617,False,False,
O43237,0.0,0.0,False,False,
O43240,0.3974358974358974,0.40425531914893614,False,False,
O43242,0.0,0.0,False,False,
O43251,0.0,0.0,False,False,
O43252,0.0,0.0,False,False,
O43264,0.0,0.0,False,False,
O43272,0.9871794871794872,0.9893617021276596,False,True,
O43278,0.0,0.0,False,False,
O43286,0.2948717948717949,0.2872340425531915,False,True,
O43290,0.0,0.0,False,False,
O43291,0.0,0.0,False,False,
O43292,0.0,0.0,False,False,
O43293,0.05128205128205128,0.05319148936170213,False,False,
O43294,0.5384615384615384,0.5212765957446809,False,False,
O43295,0.08974358974358974,0.09574468085106383,False,False,
O43299,0.05128205128205128,0.05319148936170213,False,False,
O43301,0.0,0.0,False,False,
O43303,0.15384615384615385,0.1595744680851064,False,False,
O43306,0.9615384615384616,0.9680851063829787,False,True,
O43310,0.5,0.5106382978723404,False,False,
O43314,0.01282051282051282,0.010638297872340425,False,False,
O43318,0.0,0.0,False,False,
O43324,0.0,0.0,False,False,
O43325,0.08974358974358974,0.10638297872340426,False,False,
O43347,0.9230769230769231,0.9361702127659575,False,True,
O43353,0.0,0.0,False,False,
O43374,0.782051282051282,0.8085106382978723,False,True,
O43379,0.038461538461538464,0.0425531914893617,False,False,
O43390,0.0,0.0,False,False,
O43395,0.0,0.0,False,False,
O43396,0.0,0.0,False,False,
O43399,0.0,0.0,False,False,
O43402,0.0,0.0,False,False,
O43414,0.02564102564102564,0.02127659574468085,False,False,
O43422,0.01282051282051282,0.010638297872340425,False,False,
O43426,0.02564102564102564,0.02127659574468085,False,False,
O43427,0.0,0.0,False,False,
O43432,0.0,0.0,False,False,
O43447,0.0,0.0,False,False,
O43463,0.08974358974358974,0.09574468085106383,False,False,
O43464,0.01282051282051282,0.010638297872340425,False,False,
O43482,0.2564102564102564,0.24468085106382978,False,True,
O43488,0.0,0.0,False,False,
O43490,0.07692307692307693,0.07446808510638298,False,False,
O43491,0.0,0.0,False,False,
O43493,0.01282051282051282,0.02127659574468085,False,False,
O43497,0.9230769230769231,0.8936170212765957,False,True,"[557, '486', '486']"
O43502,0.0641025641025641,0.07446808510638298,False,False,
O43505,0.15384615384615385,0.13829787234042554,False,False,
O43520,0.11538461538461539,0.13829787234042554,False,False,
O43521,0.2692307692307692,0.26595744680851063,False,False,
O43524,0.1282051282051282,0.14893617021276595,False,False,
O43526,0.10256410256410256,0.09574468085106383,False,False,
O43542,0.34615384615384615,0.35106382978723405,False,True,
O43556,0.782051282051282,0.776595744680851,False,True,
O43561,0.02564102564102564,0.031914893617021274,False,False,
O43567,0.5256410256410257,0.5106382978723404,False,True,
O43572,0.02564102564102564,0.031914893617021274,False,False,
O43581,0.0641025641025641,0.05319148936170213,False,False,
O43583,0.0,0.0,False,False,
O43592,0.0,0.0,False,False,
O43598,0.0,0.0,False,False,
O43615,0.0,0.0,False,False,
O43617,0.0,0.0,False,False,
O43633,0.0,0.0,False,False,
O43639,0.1794871794871795,0.18085106382978725,False,False,
O43657,0.34615384615384615,0.3617021276595745,False,False,
O43660,0.0,0.0,False,False,
O43663,0.0,0.0,False,False,
O43665,0.0,0.0,False,False,
O43670,0.0,0.0,False,False,
O43674,0.0,0.0,False,False,
O43676,0.0,0.0,False,False,
O43677,0.1794871794871795,0.19148936170212766,False,False,
O43678,0.0,0.0,False,False,
O43681,0.0,0.0,False,False,
O43683,0.01282051282051282,0.02127659574468085,False,False,
O43684,0.0,0.0,False,False,
O43688,0.7307692307692307,0.723404255319149,False,False,
O43692,0.9615384615384616,0.9468085106382979,False,True,
O43707,0.0,0.0,False,False,
O43708,0.0,0.0,False,False,
O43709,0.0,0.0,False,False,
O43715,0.47435897435897434,0.48936170212765956,False,True,
O43716,0.0,0.0,False,False,
O43719,0.0,0.0,False,False,
O43734,0.4358974358974359,0.4148936170212766,False,False,
O43739,0.7564102564102564,0.776595744680851,False,True,
O43741,0.8717948717948718,0.8723404255319149,False,True,
O43747,0.0,0.0,False,False,
O43752,0.0,0.0,False,False,
O43759,0.2948717948717949,0.2978723404255319,False,True,
O43760,0.0,0.0,False,False,
O43761,0.5,0.5106382978723404,False,True,
O43765,0.0,0.0,False,False,
O43766,0.0,0.02127659574468085,False,False,
O43768,0.0,0.0,False,False,
O43772,0.01282051282051282,0.010638297872340425,False,False,
O43776,0.0,0.0,False,False,
O43791,0.5384615384615384,0.5638297872340425,False,True,
O43795,0.0,0.0,False,False,
O43805,0.15384615384615385,0.1595744680851064,False,False,
O43808,0.41025641025641024,0.425531914893617,False,True,
O43809,0.0,0.0,False,False,
O43813,0.0,0.0,False,False,
O43815,0.0,0.0,False,False,
O43818,0.0,0.0,False,False,
O43819,0.0,0.0,False,False,
O43822,0.15384615384615385,0.1702127659574468,False,True,
O43823,0.0,0.0,False,False,
O43824,0.14102564102564102,0.1276595744680851,False,True,
O43826,0.15384615384615385,0.14893617021276595,False,False,
O43837,0.0,0.0,False,False,
O43847,0.0,0.0,False,False,
O43852,0.0,0.0,False,False,
O43861,0.2564102564102564,0.2127659574468085,False,False,
O43865,0.0,0.0,False,False,
O43896,0.0,0.0,False,False,
O43900,0.01282051282051282,0.010638297872340425,False,False,
O43909,0.0641025641025641,0.06382978723404255,False,False,
O43913,0.0,0.0,False,False,
O43916,0.3333333333333333,0.32978723404255317,False,True,
O43920,0.0,0.0,False,False,
O43924,0.02564102564102564,0.02127659574468085,False,False,
O43929,0.0,0.0,False,False,
O43933,0.0,0.0,False,False,
O60216,0.0,0.0,False,False,
O60220,0.0,0.0,False,False,
O60229,0.9102564102564102,0.8936170212765957,False,True,
O60231,0.0,0.0,False,False,
O60232,0.01282051282051282,0.010638297872340425,False,False,
O60234,0.0641025641025641,0.06382978723404255,False,False,
O60237,0.5769230769230769,0.5638297872340425,False,False,
O60243,0.23076923076923078,0.22340425531914893,False,False,
O60244,0.01282051282051282,0.010638297872340425,False,False,
O60248,0.7692307692307693,0.7340425531914894,False,True,
O60256,0.0,0.0,False,False,
O60262,0.0641025641025641,0.07446808510638298,False,False,
O60264,0.0,0.0,False,False,
O60266,0.7564102564102564,0.7659574468085106,False,True,
O60268,0.1794871794871795,0.18085106382978725,False,False,
O60271,0.0,0.0,False,False,
O60281,0.20512820512820512,0.20212765957446807,False,False,
O60282,0.10256410256410256,0.11702127659574468,False,True,
O60287,0.0,0.0,False,False,
O60291,0.48717948717948717,0.5,False,True,
O60292,0.01282051282051282,0.010638297872340425,False,False,
O60293,0.01282051282051282,0.010638297872340425,False,False,
O60294,0.4230769230769231,0.40425531914893614,False,False,
O60299,0.7307692307692307,0.7446808510638298,False,True,
O60303,0.0641025641025641,0.06382978723404255,False,False,
O60306,0.0,0.0,False,False,
O60307,0.8846153846153846,0.8936170212765957,False,True,
O60313,0.0,0.0,False,False,
O60318,0.0,0.0,False,False,
O60331,0.05128205128205128,0.05319148936170213,False,False,
O60333,0.0,0.0,False,False,
O60336,0.32051282051282054,0.3191489361702128,False,False,
O60341,0.0,0.0,False,False,
O60343,0.0,0.0,False,False,
O60346,0.8589743589743589,0.8404255319148937,False,True,
O60347,0.3974358974358974,0.4148936170212766,False,False,
O60353,0.05128205128205128,0.06382978723404255,False,False,
O60427,0.0641025641025641,0.0851063829787234,False,False,
O60437,0.0,0.0,False,False,
O60443,0.01282051282051282,0.010638297872340425,False,False,
O60447,0.24358974358974358,0.2553191489361702,False,False,
O60462,0.9358974358974359,0.9468085106382979,False,True,
O60476,0.02564102564102564,0.02127659574468085,False,False,
O60487,0.038461538461538464,0.05319148936170213,False,False,
O60488,0.0,0.0,False,False,
O60493,0.0,0.0,False,False,
O60499,0.0,0.0,False,False,
O60502,0.0,0.0,False,False,
O60504,0.0,0.0,False,False,
O60506,0.0,0.0,False,False,
O60507,0.16666666666666666,0.1702127659574468,False,False,
O60508,0.0,0.0,False,False,
O60512,0.3974358974358974,0.39361702127659576,False,False,
O60513,0.7948717948717948,0.8191489361702128,False,True,
O60518,0.01282051282051282,0.010638297872340425,False,False,
O60524,0.0,0.0,False,False,
O60547,0.8974358974358975,0.9148936170212766,False,True,
O60551,0.0,0.010638297872340425,False,False,
O60563,0.0,0.0,False,False,
O60566,0.01282051282051282,0.010638297872340425,False,False,
O60568,0.0,0.0,False,False,
O60573,0.01282051282051282,0.010638297872340425,False,False,
O60583,0.07692307692307693,0.06382978723404255,False,False,
O60610,0.0,0.0,False,False,
O60613,0.08974358974358974,0.0851063829787234,False,False,
O60641,0.9487179487179487,0.9574468085106383,False,True,
O60645,0.0,0.0,False,False,
O60664,0.0,0.0,False,False,
O60669,0.01282051282051282,0.010638297872340425,False,False,
O60671,0.01282051282051282,0.010638297872340425,False,False,
O60675,0.0,0.0,False,False,
O60678,0.0,0.0,False,False,
O60683,0.05128205128205128,0.06382978723404255,False,True,
O60684,0.0,0.0,False,False,
O60701,0.0,0.0,False,False,
O60716,0.0,0.0,False,False,
O60725,0.5769230769230769,0.5638297872340425,False,False,
O60733,0.6666666666666666,0.6595744680851063,False,False,
O60739,0.01282051282051282,0.02127659574468085,False,False,
O60749,0.0,0.0,False,False,
O60762,0.0,0.0,False,False,
O60763,0.0,0.0,False,False,
O60783,0.01282051282051282,0.02127659574468085,False,False,
O60784,0.0,0.0,False,False,
O60825,0.0,0.0,False,False,
O60826,0.0,0.0,False,False,
O60828,0.0,0.0,False,False,
O60831,0.0,0.02127659574468085,False,False,
O60832,0.0,0.0,False,False,
