,O00170,Q12797,Q07065,Q07020,Q05682,Q05519,Q01105,P98179,P84090,P62877,P62310,P62277,O00391,P60174,P56134,P55036,P54709,P52209,P48059,P43487,P30520,Q08752,Q13085,P29966,Q13347,Q9UHB6,Q9NZN3,Q9NS69,Q9NR12,Q9NPA8,Q9H444,Q9GZZ9,Q9BUN8,Q96BM9,Q96A72,Q92743,Q8NCA5,Q6PIU2,Q16643,Q15417,Q14108,Q13630,Q13442,Q13363,P30050,P61026,P28074,O60664,P09669,P06703,P15531,P20020,P20042,P08134,P02656,P20645,O75955,P04264,O43670,P28070,O43252,O14979,P25789,O15118,Q3SY69,Q09666,P11717,Q15057,Q15257,P06493,Q16270,P28072,Q9NR31,O94973,Q96S97,Q9NZ01,Q9BTT0,P06753,Q13557,O94855,Q13740,Q9BU23,P04439,Q14254,O00622,Q15428,Q15459,Q9BZZ5,Q14956,P08621,P62136,Q01995,P32322,P35625,P27816,P29317,P11388,Q02750,P68366,Inhi_5,pert_id,trial names
68,0.08911055321898968,0.13094707700855188,0.11930239872011829,-0.1627761369244389,-0.04586350583079429,0.0956179749191638,-0.19479401641922076,0.16895847686042162,-0.4412289198886428,0.6225394790088571,0.17191371125824392,-0.22300040193281745,-1.4124271063269074,-0.05395357907319425,-0.029199697044630452,-0.22622462792068873,0.09132378303404347,0.12289501839193397,-0.254566199429645,-0.1899984475141695,0.1422998356349142,-0.14695852301892273,0.37841891281329243,0.28476320697137547,-0.08843931217240857,-0.15747397494066356,-0.15345722974287324,-0.11834657446642322,-0.10348444729342225,-0.28688632349025345,0.1547244227294373,0.41679327127751503,0.10595212538995713,-0.2529833644581099,0.0799617522117984,-0.7874269461393274,0.3528891833840679,-0.17317612674692626,-0.008480630014915164,-0.12101277679541546,-0.048864649602722736,0.019346609128156445,-0.17705445893707672,0.14080941493374635,0.004273287082402326,0.11992600517988683,-0.1758642559914316,-0.04549082984206166,0.3450377986215669,0.031453186027751316,-0.6162204546113766,-0.04801251890867603,-0.2741489991795982,-0.1920040385876165,0.5614029713370153,0.03757729222282041,0.2640217519307994,-0.4952043265060524,-0.00582167156930127,-0.18893375941767218,0.19504496590428766,0.29063136613211454,-0.12396383533387756,-0.23781840440984506,-0.012926590589439143,-0.27512307991688495,-0.6991330114204496,0.26516003642099345,-0.00832090149261644,0.03446342451845606,2.0548370187321336,-0.040856022228169996,-0.1278622484854125,-0.3491028283550577,-0.5315872507716367,0.2593278224889177,0.17602422196241643,-0.0506538420521054,-0.09586187884464374,0.28558365781386374,0.21430649241084457,0.4191770025779497,0.29241794722137743,-0.36529661932731977,-0.5281188224291965,-0.1113873503318868,-0.2010220981767574,0.14073733470112257,0.11076207850493648,-0.24304786833778066,-0.2455513115307791,-0.18492260850147144,-0.02945026898712,-1.187027988448219,-0.14373499711741758,-0.05591028890048751,0.5661602751694431,-0.3282576493383866,-0.2384919253721635,1.51424755120214,13,Niraparib_13_24
71,0.2799891098005675,0.09734169542106662,0.13532280242733877,-0.06647682136031872,0.059565856313790466,0.27616280382240244,-0.11117683648335641,0.31037657859854795,-0.5214684819311487,0.7015823408355882,0.4410050070354152,-0.11977217470057085,-1.733957068991202,0.06365676426227342,-0.24512790676592636,0.30610507897366734,0.2713890970400457,-0.17437267314161128,-0.29228726963990065,-0.43193760573233037,0.10351968054248391,-0.17762868492095094,0.001958233059656205,0.06179829085935292,0.17917023949543878,0.12023667401664195,-0.21820484347005017,-0.44450855522443095,-0.07552361330698965,0.2965899824284309,0.15591670905683927,0.2267965721428092,-0.4448254290590805,-0.23830568768269966,-0.3286741827392498,-0.29915765708024233,0.1868425293921262,-0.11754222538486292,-0.2754927528045044,-0.17236194211637557,-0.4541635159297969,-0.055181203473516904,-0.09631821418930829,0.0676726364787414,-0.11836923372917879,0.3853883098498872,-0.022518804335248777,0.04773392377358642,0.06220219138729414,-0.3018699154063683,-0.6849962531556312,-0.44567957089112614,-0.4701042702353508,-0.1491813686162731,-0.5069877423199196,0.10189468533759717,0.12493313375142164,-0.7434844713964853,-0.22604075142069957,0.027959019536608704,0.049192312488156364,0.010925908875159185,-0.031456801745530956,-0.3845486861876422,-0.0782655945038373,-0.08468552644499794,0.35502244521047394,-0.2400560533714934,-0.16792964243069053,0.259575297600851,0.05601446402146174,0.010197489435387952,-0.14621303761580637,0.17650833006445546,-0.20474436655890335,0.20366517467374215,-0.27247653020358253,-0.19929409022635372,-0.30098347390320773,0.1022907824395713,0.08958845669487099,0.3822174342020508,-0.17229912049304866,-0.4152188854141315,-0.6058209705617232,-0.14604922424758363,-0.08827747789274609,0.16044382056702183,0.2582291616869212,-0.3121072857645026,-0.06808597982266158,-0.24208624887662786,0.15366537949130152,-1.3737835642112006,-0.026002663700206912,-0.014414554092704058,0.7813654008227964,-0.1837674470586735,0.27006290234222663,1.3437219999999999,20,Olaparib_20_24
74,0.3376856686989688,0.06427692225053001,0.14107747812350732,-0.506688393403446,-0.005716388541720657,-0.046449358734040595,-0.15708043162755966,0.20471590641570828,-0.7028503675246345,0.48653006323827763,0.2949907378560707,-0.4530731960327099,-2.332108448882743,0.1762939736635668,-0.41565138656049233,0.3400001719980524,0.27923733031960674,-0.008091759615436974,-0.6357722344199866,-0.23554960669130498,0.07132719753897077,0.407972299574854,-0.08635546456108795,0.01347239869985567,0.05336722031575902,0.1034318788706095,-0.24251876758617996,-0.143197963209925,-0.24281242082922236,0.21964789649539648,-0.2561882553554604,0.24122765550281947,-0.2674790778538979,0.2575470632774442,-0.6385889029159447,-0.3612919417714862,-0.10891465378288773,-0.18415834270366413,-0.2723975742265658,-0.09152826149674857,-0.3371716787241685,0.2611381532659341,-0.4151161082684462,-0.08461025115943734,-0.3900952379550704,0.3930128132673821,0.2821481226958786,0.06287435395824252,0.3642619407000598,0.010756922621389572,-0.5736719980616449,-0.08604582529958378,-0.11539798105789095,-0.08900403481243241,-0.6251537850491231,0.053816992278267785,0.31346228727925685,-1.2362434001446603,-0.5010025586420092,0.15540003149405388,0.32550065442359705,-0.037044456497957644,-0.05398416602842592,-0.5418886500714508,0.10831085809646011,-0.07579805862578555,0.15301793523215573,0.1587753734725076,0.004106924889404932,0.1969451851338199,0.06469184064581394,-0.041179257245996984,-0.23350103358314334,-0.18597467020736533,-0.06993704470740612,0.28170977911771616,0.24169747368406455,-0.11725087163736443,-0.48451221605835476,0.1325199164255297,0.19655899123305232,0.42308616903435453,-0.07805621702671414,0.02343830794365769,-0.9004185167130659,-0.02842276612593925,-0.0172328246293252,0.074536244043242,0.3559775227284714,-0.08555590264280866,-0.1362328217796731,-0.3508214103550508,0.12398071108260851,-1.2683175706002976,-0.10125493498441197,0.030267972494843105,0.21659230021271872,-0.6662482407150382,0.9183960955763258,0.9749347,77,Oxaliplatin_77_24
77,0.13905383189583012,0.29491243940174766,0.2800798374220581,-0.1624203373129904,-0.4860951502693707,-0.39874524207102335,-0.3393351633691209,0.06597870879689581,-1.0034278527796814,0.13266954561668667,-0.04520875345193015,-0.1625438564431908,-0.3189330944592482,-0.21724093323127117,-0.01344537443432986,-0.08596503797401206,0.3354587094420895,-0.015685440014937824,0.05244311710853449,-0.4749823741947446,-0.2808844661758813,0.35488868324053846,0.2547876860624435,-0.7575842697086334,-0.1138091293923277,-0.3267573545126239,0.19369373367625764,-0.03127471742901266,-0.5465983372702595,-0.29429219698299264,0.03509911752682363,0.03886254340951726,0.1934423059778816,0.2035954163737647,-0.3031545621017604,0.16191225921536245,0.40483739952165027,0.05870229694458743,-0.4226573288856059,-0.2935309459186873,-0.21329646348259731,-0.08402323300100105,-0.23216585735674564,-0.40147313434399606,-0.21802374459634435,0.3893537846294031,-0.3128889121333434,-0.1874483622720938,0.48405399934783294,0.11767690881727877,-0.8841489935393027,0.05563317734102243,0.012943433720035405,-0.15653045088750495,0.8692845059659162,0.3685080281158632,0.2016409833619036,1.025960646173898,-0.645667818183481,-0.2374566782098063,0.08021297197704275,-0.17409520687181693,-0.4409156620552415,-0.16143128724197203,-0.3469523453511492,-0.36371658618673536,0.47276549372689053,0.7609193999373725,-0.6764778362491866,0.07913683282734431,0.8994622760702656,-0.04637889610977094,-0.2527538033766679,-0.07335791709756101,-0.029156374872175594,0.4103488318842363,-0.5335676355872172,-0.44017961518788246,-0.0562688364651136,-0.19259705793754292,0.34209222322832766,0.6621630649696592,0.2656153385091814,0.03726840223296498,-0.2951188559728187,-0.11546624196080489,-0.2501365125917537,-0.16942602854096026,0.18022512423114545,-0.08527547086088728,-0.27120646977407364,-0.780422517225016,-0.11964145523985163,-0.49915068476072494,-0.24928875999272937,0.27871016650369007,0.6702012375971362,0.2864927318724652,-0.0788220040180428,0.7347906404,58,Paclitaxel_58_24
80,-0.3760934090923536,-0.2944007342121762,0.11233593234427248,-0.14459730858345313,-0.2670964345439197,-0.06506679123604399,-0.179490339141635,-0.10060452360935046,-0.9732971179930864,0.0489063088093305,0.11805847425717703,-0.1981674947369564,-1.3133736149710875,-0.2655384561579885,-0.7585113119988525,-0.4333628147866935,-0.14223273815215717,-0.44115755543786356,-0.5577905341142296,-0.1350076425615014,-0.0796844176883396,0.1780805795793493,0.5495586085085381,0.24637204439804472,0.022897335110574218,-0.4866862711947673,-0.22905143116032042,-0.3634416280098656,-0.31517619485501475,-0.8056593025589193,-0.565336949598939,-0.19247195920199242,0.28066395995158816,0.3652959333125088,-0.29817692592348477,-0.4729036149093133,-0.41065414803459,-0.19661607478001789,-0.5790811354939672,-0.061303525862303136,-0.07726915394157556,-0.5305722231487908,-0.4953024996138611,0.014227707579139272,0.0814832373402783,0.26327011728921773,-0.3054152900690603,-0.16882040493872666,-0.047283280440889024,0.09246501379450019,-0.4626195802674851,0.19656317228123518,0.030263276243401322,-0.196665200853695,0.8870913062921865,-0.23089721575274505,0.2277472904523221,-0.7671020428234231,-0.4479180135311702,-0.1819235300787346,0.24252988439314846,-0.32085377015954414,-0.27367068965826863,-0.6278122956880979,-0.5149502149516755,-0.2812988708237203,0.1098251306870004,0.04386385720750271,-0.5238870331973314,-0.010315597727614331,0.5215168675285599,-0.2021409415521833,-0.21803954142981585,0.29198881986668523,0.13974005547422944,0.1808878259977005,-0.3321126969867211,-0.22296920912039708,0.08395425502689985,-0.40566111999052196,-0.10886332166641059,-0.01842902966065388,0.308911470656861,-0.7246906095728868,-0.550603952215518,-0.5990395423301038,-0.180120715321083,-0.4303401873026949,0.3095625729936044,-0.7557638186220103,-0.2801018485641587,-0.33337169218865553,-0.4420982935209834,-1.006619834432896,-0.19862014563400301,0.17291048652738486,0.35840546438652826,-0.45661628461031456,-0.5834676172094643,0.762385948227182,30,Pazopanib_30_24
83,0.24106956983608238,0.02253290771711375,0.18360233397333459,-0.19813234873107724,-0.3680276781082243,-0.044979542491992965,-0.23143274180466364,-0.35310077647707677,-0.7215880738757257,0.4072146114908645,-0.143134920562601,-0.08280256735394499,-0.8428786510406944,-0.013067085787526272,-0.12623209530462656,0.3365160781046063,0.12465516281663576,0.08779888831391876,-0.8637432283098246,-0.41456677222874067,-0.018819652540001397,-0.07641066932538298,0.0010017543544615926,-0.36782488972349,0.02282637088796054,-0.47740537201012306,-0.13750905767751148,-0.4621182992101636,-0.30558637280684403,-0.024508889641827705,-0.7372721261738393,0.14880079650925357,-0.11296424644107121,-0.31318816159053586,-0.39383568565946003,-0.6903396264516372,0.1618144075154279,-0.004212142247565979,-0.29447412072414797,-0.3461734609167341,-0.5584167356340527,0.06272806375068292,-0.4916912352240815,0.07357349006657256,-0.006624662261161281,0.22512280006112548,-0.04375443748502539,-0.009593468924926823,0.07914151333351938,0.1154226235769716,-0.7410497287215557,-0.05830717329385171,-0.41975528222275554,-0.2799431388482597,-0.052103489905243716,0.002293558900676627,-0.2624360061334818,0.7898806198883334,-0.36671290167912923,-0.5029815761547641,-0.13651085557570447,-0.3342608492004489,-0.13368335477459414,-0.5440663247182774,-0.19927347143247678,-0.3088914772187841,-0.057274002561675426,0.38632653838680353,-0.2868856059555184,0.19561450995613597,0.009080263297715682,-0.12829945666714246,-0.10253137116263576,-0.049175473379445535,-0.20853218146948863,0.16717440646243276,-0.1611525925596953,-0.6985431448633941,-0.07638005539373105,0.10546175777927326,0.29764955451469116,0.3927985980005715,0.15650896998289712,-0.22517667192603263,-0.3375013413544146,-0.22090002806037326,-0.11522205707262835,-0.037023870831535854,0.1383577862792629,-0.13826469451977785,-0.1616800041211251,-0.7125792655172042,-0.3814470322786691,-0.9497404946617009,-0.23161403573997882,0.07921754986599046,0.0004894935022482597,-0.08427458661434706,0.41654497915791705,1.519994246,51,Raloxifene Hydrochloride_51_24
86,-0.13210650199659849,0.04641461666547144,0.005977607793861565,-0.06924276659827111,0.2424829285720781,-0.038804359740700484,-0.16201149566016423,-0.10074100764038424,-0.5081202037604379,0.2566763519068126,0.18157387117956927,-0.1795538542506956,-1.5056201884841414,-0.1513449371078816,-0.21925760912830006,-0.2039351149877976,0.23169397558207147,0.05267682958983297,-0.2954877666401477,-0.10359275610436902,-0.16854697705741908,-0.5981028588291917,-0.20330528891578317,0.29362939152215967,0.07841322828150973,0.08427277491160882,-0.18030575741549146,-0.6379704010672637,0.20386207421586403,-0.31633709360848455,0.09886481480597731,-0.13812347257166946,-0.06974579313437347,0.16533930701086322,-0.12364131342411289,-0.26502499217542824,0.1962114831154812,-0.4820524899216787,0.01494371229616757,0.1175490718337457,-0.4911225534508281,-0.03648139428186307,-0.0815007357496431,0.05733033022859,0.03308339908293892,0.025588141015561994,-0.15717792017891127,-0.0333547064671737,-0.24554606065609988,-0.0250431136476149,-0.18974024656093555,-0.3498604034634887,-0.23184825391039968,-0.17786742361687036,0.7672466485831086,-0.6688100658645864,0.03750911375967537,0.5566640605515659,0.22321145637573236,0.010462168511660826,-0.45025912007208174,-0.004265678353747374,-0.19578325881273873,-0.3115489208243282,0.14701850630820448,-0.06817270530468973,0.05152698352157736,0.3157815316213127,0.18335715906180192,-0.2598926615730052,0.5109500185749211,-0.007762946855231971,-0.32340078237256414,-0.4369367005550317,-0.13761000905331658,0.10073911279419052,0.20418576029993243,-0.008427769565646346,-0.33733202544901464,-0.072898144135284,0.25419819604176175,0.37426127881793175,0.08236920073473801,-0.5733319991404964,-0.5674227650894939,-0.5165211830497448,0.11761027764585848,0.11604261509618898,0.28391781136051636,-0.3803611442860375,-0.06510369925356485,0.1122643001530877,-0.27536047349059184,-1.565386355741148,0.06925377559753979,-0.0644220955885005,-0.5684100421472057,-0.1612388050414334,0.6183104989718414,1.77726910828025,6,Selumetinib_6_24
89,-0.17852014914325323,0.2409257846522892,0.23503318784891047,-0.022393419283518165,-0.12198723023131285,0.02839194313174423,-0.22059595109712446,0.18877072074335202,-0.16290345946675078,0.7526514703324163,0.15001644769492486,0.039973814264091634,-0.255199107427066,-0.2313438886587297,-0.02428822560156944,0.15182637455840384,0.2586889373811559,0.021770322739856577,-0.5008339706135877,-0.24414281820246572,0.08888142102856027,0.08987453909514785,0.1972806045635739,0.20765228597785237,0.02251811330215031,-0.18429378809397598,0.04372166231945798,-0.22624480641320854,-0.016482108899194558,0.01034024983913793,0.22025337039004342,0.12450708356281404,-0.09808969150944262,0.29093792964658316,-0.10698488458879617,-0.004119188339655948,0.2998788290380056,0.03862778366110814,0.04022040700901599,-0.10575456934575204,-0.17190310838978937,0.1453322219315183,-0.189914805513322,0.14313732822370986,0.013660845003016791,0.3606912271402844,0.14218195252989468,-0.06141063853127237,0.15784757063244467,-0.10207592302768494,-0.4704708308105158,0.17654950915882664,0.18887682678468184,-0.07255282913455297,0.666020390007858,0.08177222477064362,0.23596013266216095,0.6870468075606474,0.1378306764796122,-0.1284173829355144,0.20621287718077233,0.020862128472989044,-0.02421960455970103,-0.09019472818876144,0.398037636196334,-0.028202939335720437,0.03560393179204144,-0.16175033017116883,-0.20105780728368372,0.08379409197929368,0.3507675295366665,0.0847864794712579,-0.22483860154535829,0.07811918063483408,-0.09558208634356369,0.28346222275580063,0.06886749861358991,-0.1012220066003726,0.10462159397568406,-0.18649878011820745,0.20872152993416612,0.5724966386509488,0.1066180550070452,-0.15345867216368086,-0.4739584220213802,-0.15546198141643333,-0.17621725806051494,0.039376235806364006,0.04128087840135539,-0.26954220614697894,0.037952562036516126,0.05296731903961934,0.508870220473968,-0.9231818116309191,0.10547517683066153,0.3082335587329789,0.2814294945530368,-0.2844582628983627,-0.5194670860043199,1.05431878895815,18,Sonidegib_18_24
92,-0.13307801771483493,0.12305451450235294,0.16099172001514953,-0.07172008510548329,-0.3350571294392652,0.08341589396510886,-0.3668951842959438,0.11869045649994821,-0.7563457284461165,-0.017226033030100545,-0.2810615205170967,-0.08363030166977324,-0.43250196053905016,-0.12131645795835033,-0.3264413271931383,-0.382039274076073,0.1495983657565889,-0.15156428269417846,-0.3901730154196466,-0.21565446653437711,-0.39168538946511916,-0.08486798664478871,0.24144676565170164,-0.210106937866583,-0.12829958238801054,-0.5692894798487792,-0.026328235078069712,-0.24328764226119073,-0.2627497624971053,-0.4941474169733065,-0.5413743451014263,0.08081765390348454,-0.1966810970769514,-0.16892901875619415,-0.23052970506391904,-0.3136190687560451,0.27109141709227685,-0.003975656365747297,-0.2048411749946328,-0.45812594117380634,-0.19394152954832886,0.1876032626323241,-0.4938028764626885,-0.18184626594314257,-0.05561819894854223,0.3225229700024909,-0.27077612235254345,-0.04339779094303372,0.26055561394132826,0.19248920979572717,-0.7736738492188291,0.16025301025426986,0.21946188776358286,-0.0620479376591358,1.2991566045045189,-0.07642254892807344,-0.34108533324934337,1.7980144062880958,-0.07274051311369296,0.1881636438714057,0.3079524407848694,-0.271310503477063,-0.29150514480089806,-0.3289779964517206,-0.0638707809177324,-0.24392483133618226,0.07790476620045456,0.7145231793585233,-0.4144381767979857,-0.27626583769237223,0.023931254627191662,-0.21723080671145922,-0.20210681894860683,-0.16864039079016427,0.06182364301610355,0.6855727920267608,-0.6076176589601129,-0.40629187576412057,-0.03525035579765368,0.0656192213770735,0.17281570570764437,0.12505954178322673,-0.04647885026246531,-0.4612396034209487,-0.4852422832775223,-0.27050584736371447,-0.6396749189225991,-0.5529117892065804,0.15733298388752953,-0.18128355726447967,-0.22294190515908088,-0.6349364437704411,0.3115748844038872,-0.8560401394410766,-0.2259943571388551,-0.046125897859370345,0.1701410686209878,-0.05103952605284051,0.03455725637917384,0.9081947012,37,Sorafenib Tosylate_37_24
95,0.3965525604237011,0.018476928403796194,0.16319291017436902,-0.2259041092703024,-0.07666274613464205,0.2799890481187526,-0.0728748766921885,0.143822167933577,-0.1291991569071277,0.1106257273495811,-0.015535322182284178,-0.16260726977855577,-0.5219319272761063,-0.10328470370543189,-0.366306844745501,-0.04834657318539451,0.1730272411840458,0.0755690389977567,-0.7320078485072538,-0.14537661709744293,-0.02291298811923982,0.13085582143156266,0.08129611625025779,0.5816119180052114,-0.029405140085623067,-0.19318682716235624,-0.24716501596905416,-0.7048102401239162,-0.1553200974829469,-0.7646041193948652,-0.5724768857049244,0.25820647071124153,-0.06865121401512644,0.15135969857464227,-0.09955583146210306,-0.36890147527214634,0.40178243890699883,-0.12992466558792812,-0.03837423978116869,-0.23454643539393388,0.03670194121101317,0.5233396854308145,-0.3903660495026372,-0.2349665228293848,-0.03203796490525522,-0.20433633253998879,0.0015067300622039134,-0.35323278780398726,-0.29878021442172453,0.20033823407018211,-0.4632223163913115,0.584173049170861,-0.4374629164046649,-0.14158898388140775,0.6701117122928529,0.511721503668302,-0.2820242535606944,1.4317628725446192,-1.2002863104043175,-0.3329207815438635,-0.1671081007490763,0.01361173819721656,-0.012615508810049164,-0.5401418539542002,0.2246626592627691,-0.13722427402827653,-0.38352220735551684,-1.2349165099099886,0.07328914916492098,0.10567189122090993,0.10164140099928659,-0.0030195872999170953,-0.6019871030697307,-0.2880216342189407,0.11182988986534098,-0.255172978911854,0.29163417388779617,0.2593001197438949,0.15631149809411696,0.19815218250031824,-0.060586503431807014,0.24405468798034025,0.059898830724467236,-0.692258200596721,-0.9180931970061206,-0.1635698830249932,-0.06677659833918055,0.05952851893302564,0.23311926816783068,-0.3539433371364648,-0.035033331288022454,-0.16560363415130414,-0.06236252354603438,-0.7010990206834208,-0.029637179845111654,-0.20593447799606407,0.7787967676495839,-0.3604247975099514,0.9503782522855082,1.43978131532401,9,Talazoparib_9_24
98,0.08896801469520908,0.2573672996041462,0.28742906625087034,-0.09815147382270972,-0.485562960719563,0.12927901544426856,-0.31664425585922257,-0.0691231340402872,-0.8578225220450125,0.4776509451381097,-0.011444147174965447,-0.068754751402214,-0.8683671977977611,-0.17476394971060719,-0.04984908692951865,0.15917468027908513,0.4261369758767343,-0.06549335407221564,-0.5555948018119449,-0.38107658342566486,0.11543422295916829,-0.25727712313804457,0.07362799677457177,-0.7452139012851537,0.026836718169112272,-0.1611445071271726,-0.11913747748616954,-0.050736303183853255,-0.4204372496584025,0.1435467531852296,0.11019628395161363,0.5352078361731737,0.13037015514862063,0.26088706595234396,-0.34467608359220153,-0.3345432687297986,-0.08222581943903189,0.2919904775236554,-0.30924883670861497,-0.25241596478255174,-0.3244220610665131,-0.2971094080447008,-0.12363132403489084,0.23966168875481145,-0.06433172038589,0.41230399888180064,0.01702577294211963,-0.0853862718244011,-0.023518711280335374,0.05108040717982169,-0.750717959908997,0.23357939984572865,0.03817048329170627,-0.06773932828783451,0.8050667262893697,0.2610950428770747,0.08745544173731477,1.2242588112832464,-0.09246667045914699,0.12214029298351751,-0.0025295984038868485,-0.28308586875837666,-0.20577938144752175,-0.2993331514104102,0.24047501745227529,-0.23777810786789147,0.773627726169381,0.4669474453652989,-0.18578756073896638,0.056351885987739846,0.370758249244673,-0.07183099543986471,-0.19971151269436968,0.026279565469601973,0.019775450948267086,0.20190914279806912,-0.18975870938600528,-0.3119388632770917,-0.039853953457299994,-0.0893834237814987,0.34913768012442375,0.394328238072098,0.23686329536874492,-0.23766975506717555,-0.352812664261271,-0.06541526572722499,-0.16350806194756715,0.022036465506751757,0.31166505325233324,-0.048979637271558435,-0.24638782976505894,-0.7721297349320356,-0.14373427365989008,-0.590180213596322,-0.16971539241748157,0.24122061398204322,0.287767601061937,-0.03978128042340836,0.055492792858859295,1.236945813,61,Toremifene citrate_61_24
101,0.08732879581480175,-0.014939788799736231,0.12080972692594387,-0.054133066807198794,0.04594084253644517,0.13329588451989713,-0.118098172372386,0.3082150746734763,-0.39153043765176543,0.2947584631715482,0.3102100607550904,-0.1271577388367964,-1.5569991853670542,-0.059134637731999284,0.01904679799756348,0.19621190551491297,0.004987226669453758,0.0760408833967516,-0.5639270891551333,-0.35414643049626954,0.12663278139066358,-0.11616300864424844,0.2357309710741792,0.5270531415269908,0.24538410236519548,-0.06548739517124515,-0.10878652147232869,-0.02020926492807884,0.11046380577366477,-0.18586224636230822,0.23054054574247662,0.38426480083897796,0.06196600187979314,0.10192767772244003,-0.060357231496341,-0.610015955234713,0.46864762242047703,0.02782638944581196,0.07222703576661356,0.02658142273810739,-0.3965717685527818,0.013332207448889058,-0.05263285209969734,0.057416359265465094,0.07217652350618098,0.15717440072027627,0.04090634823433163,0.04343120886377205,-0.06558476956015623,-0.08036411768438192,-0.4320123124668307,-0.04819909079921419,-0.1933889770056699,-0.17338069913453014,-0.07390547337335988,-0.2755198764807604,0.21347322761464946,-0.16477242178027438,-0.008826569530712336,-0.08614799193226082,0.31118854311135347,-0.045694301643759705,-0.14664271820251026,-0.18164184560398833,-0.09490861919155041,-0.05296759478460993,-0.11157730394245831,-0.2500785622887322,0.22101462875744718,0.26977033556993174,0.2852620047271176,0.05459829397348844,-0.42809831035087126,-0.1501106713182264,-0.2961084264339986,-0.022888729313936776,-0.01451630478583014,0.011020441991071439,0.019057560539444924,-0.059502083562968024,0.09693784579765115,0.29294081463071414,0.14663991934120324,-0.15483553138530062,-0.7250878741504119,-0.004226069472296719,1.3853652413524839e-05,0.14051919193805987,0.08345568447654599,-0.1897547860146199,-0.06340545068442234,-0.06104628562628762,0.2790058795890679,-1.2314841848371645,0.17831429273358682,-0.11735840728027797,0.11025410063146618,-0.31034563175332813,-0.1384856966048392,1.6120621019108299,5,Tucatinib_5_24
104,-0.014877142201297258,0.1351462860566052,0.18770293866997892,-0.14049680719121518,-0.20982417762327185,-0.22800366228435956,-0.29102234321098747,0.16154806104302719,-0.2226941333659477,0.5866896890180794,0.15605355038602867,-0.11735488626487638,-0.8599640731843228,-0.1251087497976198,-0.24323067488981873,0.005670956792265545,0.2012324094903515,0.1696414372113093,-0.43114322844992925,-0.13367623321330505,0.03701076378362334,0.08762334031506058,0.20889644414606376,0.3222161989712087,0.032659452395807,-0.15358066904380047,-0.08564294291521463,-0.20594970070105598,-0.11929420081455207,-0.13409865706109628,0.2624988400726784,0.15426900461849583,-0.005674490283327375,0.40328731730740697,-0.2939797126335328,-0.11725965975645479,0.2956007843842157,0.22703589872466165,0.1287217799487765,-0.1965703125298278,-0.16097123687559603,-0.04451850568820378,0.008039646356746666,0.14052754696003497,-0.03482214098706748,0.3134035135732643,0.14751570641910686,-0.05288919313861321,0.056639064282149355,-0.0660730602674612,-0.26514418075523244,0.3269538496725332,-0.3118695861858511,-0.15320538636748574,0.6282307428169308,0.026595528735450624,0.48636065119653354,-0.22576955799094522,-0.16212663376440828,-0.09099485206582748,0.08128949101244459,-0.1837436415698137,-0.10831626561572526,0.2528304762709244,0.00958364204642681,-0.10838444880921701,0.044692340391105444,-0.04786357361359872,0.10880010895371445,0.12072960472101114,0.9437725188084672,0.047545420094597224,-0.16430864856209973,-0.3270635683834496,-0.007299454591345215,0.15993786378066763,-0.07030584611723352,0.1379431853017029,-0.019316195848271305,-0.1372071174946964,0.4883697440363341,0.39297418993828903,0.4071514471571092,0.025898113279876733,-0.6528034658282594,-0.08599926573219831,-0.2974337380048823,0.07831519811938639,0.22083117083941772,-0.279754204713271,-0.13321013930320666,-0.1866165531956017,0.29479393838543666,-0.9459849785190393,0.1004230682291209,0.26336308777025635,0.036354863413039694,-0.29689565394162365,-0.0021028485315367127,1.1561803429726298,28,Vandetanib_28_24
