O94759,P61024,P09622,Q02880,Q5QJE6,Q99707,P11388,Q14457,Q8NI08,P49585,P25440,Q99720,Q8IVH4,P00918,O75348,Q9NS86,Q93050,P21281,O14939,Q9UI12,P49354,P10636,Q14978,Q13472,P00846,P27816,Q9Y4U1,P38606,P11137,Q16864,Q9Y5K8,Q9UBK8,P04818,P19793,O60885,P04040,P36543,P11387,O00764,P22033,Q9GZU1,Q15904,P21397,P61421,Q16850,O95985,Q15119,P27338,Q02218,Q15118,P26358,Q9H4B7,P52209,P53609,P51649,P21283,P49366,Q13488,Q8TD43,P36957,O00264
0.0013016020650102214,-0.0027990904212892814,-0.0022916119116848013,-0.0018142668029808133,-0.0011382343101845034,0.0005036030866329862,3.8075782976323815e-05,0.003725074497799562,-0.0075728695603317474,0.0008006234735010385,-0.001964281035464361,0.002782356665782496,-0.011435707975827394,-0.001409455627155447,0.0012869543495426035,0.017327670861986205,-0.0030541435259519786,-0.001286016993906063,0.003452320901786354,0.0020164995730471394,0.0025231906935690475,0.0010729649972539962,-0.005633859041634232,0.004275895796401945,-0.0010915806234332492,0.000493101797459595,0.004883199262613201,-0.0002269799031149455,-0.011990831791532071,-0.015891656497452854,-0.010101698194624954,-0.020628572452916757,0.0035224579293193278,-0.004910190750758631,0.0001821198933407262,0.0004404144669595271,-0.009702954931637165,-0.003577306761948428,-0.0005547208132443829,0.003989244449717585,-0.056182018425481095,-0.0013897105095786843,0.0036765020232400014,0.0006754880666306837,0.0028253200945961895,-0.0027273162945838135,0.00968509976332857,-0.003915412064372368,0.0013012426898577798,-0.0025292585521932993,0.000335855058803911,-0.014649548988833772,0.0005229053177684936,0.01015364213054976,0.004149368099828283,0.004277700088044636,0.0038343482131220686,0.003884624681879502,-0.0042619883979798795,0.00047978448661919126,0.0002854245520503214
-0.019103637003318564,-0.014981755707633479,0.008082917398711949,-0.005255314327918609,0.0008440468202973256,-0.0005125388771301853,-0.0032467299761610897,-0.0015063311456052825,-0.009871070748506424,-0.0027711695121664416,-0.005575870478190691,-0.004122086310572082,0.003289693343374211,-0.011338081030937827,-0.0016426369943979844,0.009077531743204435,0.0063233817496316305,0.002390658897919794,-0.032187789243973475,-0.0020333929695770295,-0.005961109015360598,-0.001242910590455726,-0.011576307204248928,0.012308942958386195,-0.01223739228550828,0.000735974890441658,0.008516085184277775,-0.005036712341006108,0.00022437493419993505,-0.028605337209295624,-0.014085997397911998,-0.01982033423629889,-0.0031823273372150965,0.01607543696183832,-0.006542584921101844,-0.006806764623872375,-0.010452169152736501,-0.0027878799163346484,-0.0018948305399153662,-0.002974410812994555,-0.06872231333062227,-0.0005992489368339891,0.0017546930678549906,-0.000553556259005153,-0.003044743990084783,0.0009592563478184099,0.009817179729725085,-0.0022353440628596778,-0.0003520428924780755,0.00242407505774397,0.0016372156689378077,-0.013405515294548299,0.00011717431692483375,0.002999493359269951,0.005231551525293171,-0.001091095758667874,-0.0009815668297559143,0.0019800565034526624,-0.00920146066319641,-0.004992897266873912,-0.0014795644100045846
-3.6143226244331234e-08,-0.004301558568217938,0.0001983317003275481,-0.0032614026270889832,-0.0003452053101314459,0.0009985846964627929,-0.0012904661624078258,0.007116094126568484,-0.0047705638466231885,-0.0011234571111350166,-0.0011291350804475055,-0.0018635640274938623,-0.005776842140150451,-0.010554132370212325,-0.003137508708837115,0.018692390486793862,0.004028428107733458,-0.0019543436779440207,0.0033328056327676875,0.0026176725250761407,0.0010235683148383404,-0.005940558790234394,-0.013170722157196212,0.012688280848332994,-0.0013633663338708372,0.0016838826556333315,-0.0002943723171062361,-0.002368156825211883,0.01209578670933087,-0.003002455213189107,-0.00793442611049939,-0.013277968563086925,-0.0020527922082318817,-0.00022855932072381763,-0.0007402120263035518,-0.003869393846311013,-0.009702954931637165,-0.003577306761948428,-0.0028939982908634232,0.0024621756451294395,-0.0862239933739606,-0.004502076537991125,0.006218187443561015,0.00368813785298722,0.002212517456488518,-0.015056761026144607,0.005516503784471213,-0.0024691877064469394,0.0007207696380227692,-0.0007090048829682365,-0.0005118844402241074,-0.006201634286748519,0.0002919214771746208,0.010932811446335015,0.005757510680440455,-0.0014647289817220838,0.0044607847636915976,0.007840301380397447,-0.009765656989310785,-0.0009884588756834593,0.0012592219473429274
-0.01643419009730513,-0.004781954927709504,0.0036933077737027393,-0.00295334306491727,-0.002419771702183871,-0.0062655067086206705,-0.002354415013721632,0.004687308590591637,-0.010683206219049151,-0.0046997402680903615,-0.018191200950720677,-0.004649967075344875,,-0.009195984740236512,-0.010955317318133453,0.007891896441598201,-0.008210367749089526,0.004151996518753347,-0.0319915281988219,0.011740824982799688,-0.01287119857897238,-0.0026778138257738484,-0.01578956066462537,0.013008303720812435,-0.010725304902597375,-0.002214964409341887,-0.003938873667572379,-0.005622781356732952,0.02071146705939711,-0.0012657434028823951,-0.011321407870643582,-0.013785105869409052,-0.01904121364285964,0.00932502846228316,-0.0034943081249997955,-0.0033596203606272323,-0.017839514428821278,-0.002174066578773577,-0.00027593257174306495,-0.0013828390456047505,-0.04008335145344575,-0.0022958611026202723,-0.007344851120529379,0.004157050277673034,-0.0055139219464488826,0.010083428090720827,0.006712083844312419,-0.007615762076491205,0.0031646834549307,-0.001749587638344032,-0.0006414609494976844,0.0007164331728076336,-0.0006555105267614298,0.016295567264677603,0.008722576528677355,-0.005512406294711816,0.0011818602302273715,0.012568936174975764,-0.0025956168593875622,-0.004796182496156432,0.000567626937184508
-0.02186589025010762,-0.013987344742871997,0.011681350762767492,-0.010151213628099879,-8.593280890563218e-05,-0.0002551378894260933,-0.010639755235164874,0.003408377419162635,-0.005704387843539189,9.554735283105034e-05,-0.00538393870462412,-0.004649967075344875,-0.0008405250271804046,-0.006130002969175704,0.0013734103285051246,0.01671335328515734,-0.004432912906327428,0.002161544807654146,-0.01741551137880444,0.006077996338793411,-0.006327363379765998,0.003638826780905944,-0.015914962556640384,0.014986555121457716,-0.01519920152079021,0.00037074915198315916,0.005342033857426148,-0.000456093993380632,0.02003058358276389,-0.02796712788897382,-0.01698318469613173,-0.0144270320389692,-0.008644524656721346,0.011092965949886511,-0.005416331904805734,-0.004284447336276838,-0.00706136009312137,-0.00701428750006786,-0.0038255459220877283,-0.0003703190838586904,-0.048192002970693724,-0.004402352793488811,-0.0012311218697386719,0.001720105968057865,0.00019133421440808854,0.009338024525874516,0.013616520277886617,-0.0037919622127653785,0.0012104615448398528,0.0021861362688734122,-0.0039614353481394835,-0.0011180777549558507,-0.003477284761835551,0.02152717440985733,0.0018527321995832056,-0.005295169180667995,0.007026761444396367,-0.005212573221341742,-0.0057935749841687015,-0.00579563931124599,-0.0019413539795820188
0.008174317272591795,-0.013929996501426695,0.006141628988000823,-0.005591348530110448,0.0017431059391318949,-0.0023813286635554287,-0.0029458794953157548,0.004155805120823173,-0.00658809548361343,-0.0021930552693148414,-0.012030630563297031,-0.004122086310572082,-0.011180003769919235,0.0012399029616184357,-0.0038126584874024552,0.011750508542593565,0.005349160944268242,0.0002494819758228976,-0.019362294783277143,0.0038959023297196783,-0.010789875573121008,-0.020844412445995737,0.00010246979097218167,0.017661762344121666,-0.008473907648432111,0.0028189133503955387,-0.00014331445442006285,-0.0016340335685852813,0.01741078190636467,-0.021652750525926738,-0.0174964040461816,-0.0026636828776059936,-0.007302863479414819,0.006733280554137324,-0.006542584921101844,-0.0046000886705526815,-0.009877313481209604,-0.003100622645648456,0.001339299738390702,-0.0007456933222485283,0.01773457603778535,-0.005006225200452014,0.004203009796178465,0.00016379688554331797,0.0014037386518097532,-0.02610360891755946,0.013275750776021032,-0.005441364905374415,-0.00015942647766104134,0.0032924270161533062,0.0023415159151804208,0.004271185978629806,-0.002411600435042991,0.021349658642430762,0.004332627299276196,-0.004759478468526778,0.0029771676934416654,0.01423531375627216,-1.1243255077567958e-05,-0.0018434832872946851,-0.002097229019970451
0.012639775427994746,-0.008095614492290347,0.00453667308295037,-0.0055238025965560775,-0.00043218359550134164,0.0035787175644732966,-0.0047595243958316255,0.0003441776819721925,-0.011641098317183586,-0.0022972272603250087,-0.008836800408877172,0.0016394272189005226,-0.00580014475977926,-0.00994236981419348,-0.0018371020934189368,0.011096611372317029,0.0032899743349022815,0.0002494819758228976,-0.025714770973655515,0.007208063807778687,0.0010235683148383404,-0.017717916568664026,-0.001586806657582525,0.013070784478925445,-0.006401345414080183,-0.0006308730101909398,-0.011914644391550254,-0.0036411822645415373,0.006132823989574088,-0.020866532984413672,-0.013331569988673577,-0.009055587720043333,-0.009123589676563385,0.007306273118602779,-0.006086768947472307,-0.0009495009980683535,-0.0170233207866018,-0.004559223538225422,0.0035948568616153793,0.002574110141338812,-0.030917131525046635,-0.0035208523355390524,0.0005967257318934068,0.001203182308506562,0.003083768576089293,-0.009572883308277469,0.0159902124799408,-0.0021191612042792195,0.0011193565113849452,-0.002400038339418722,-0.0005118844402241074,0.0013701445601604777,-0.0011439910129089422,0.013151729098346924,0.010243988594645422,-0.004548096652869153,0.0011818602302273715,-0.004471774977553677,0.001170097129894609,-0.0021939336176354796,-0.00014406698219425059
0.0003310589600491781,-0.004984775660362426,0.0035211295055781948,-0.009128909296221984,0.0005935684469122427,-0.0007722486457048064,-0.007106259265749811,0.0010269264466570595,-0.003919640576564616,0.0021561615277041787,-0.0014602301837228701,-0.004253119505589891,-0.012298948937724454,-0.012974750119811347,-0.0011151801639595262,0.02115421443009092,-0.0012319399777042086,-0.0010235434635067523,-0.03070567022839323,0.0024984796256109485,0.0076064778897104715,-0.0036310592137298236,-0.006192596391713225,0.01115643201637419,-0.0039101448144957035,-0.0011475634380624519,0.004628451303375214,0.0008882602739925577,-0.0064443392137956135,-0.015034475977772528,-0.010234611189241247,-0.01064870658947574,0.0031942588897464104,0.0005463817581972563,-0.0011177054822261595,-0.000674647620122241,-0.011735057458626122,-0.010153368610843412,0.0009885704539498769,0.004200626265375282,-0.021016647374964916,-0.004803449395935664,0.007409775957789778,0.002967988566286694,-0.001177596573228624,-0.01231304228963819,0.010561659320903758,-9.750082865496574e-09,0.0028255158940758596,0.003370529951936663,-0.00676003758459645,-0.006789147009913835,0.002078826436581618,0.01713390401584157,0.0018527321995832056,0.0013896823826309095,-0.0014851759308191009,-0.0021540154512809627,-0.008399843125996002,0.0012592204594743628,0.00153047634378405
-0.01996846926911376,-0.01319556620936504,0.008082917398711949,-0.003635848238700954,-0.0006948045540701959,-0.0015656389316643067,-0.0026062549628695203,0.0023807032558843685,-0.00947663841213022,-0.001576538209829061,-0.010162357570203963,-0.0027201363146757787,-0.0019507492625755424,-0.011021870594662732,-0.0055521905099430915,0.016558990140244347,-0.0038731931813858022,0.0009836052324494967,-0.0050843974096364975,0.00013043560906381033,-0.011566932238033718,0.002105671536373119,0.010298679468463861,0.021377194764508743,-0.006567893463388897,0.0006148418173106395,0.00994218081582126,-0.0011562267200608417,0.01757527864629829,-0.038825460761238426,-0.015018945512712,-0.012199188520972539,-0.005516508075315287,0.013821262922839387,-0.008197333803402472,-0.0056253078443191,-0.009702954931637165,0.0002759320894443282,-0.0030982880045553733,-0.0019033022747728184,-0.05007888070417932,-0.0020208303796204036,0.0008905559422045864,0.001203182308506562,0.002651641860232304,0.008423176449197973,0.019702757096956992,-0.00428909846450634,-0.0003842868478635489,0.0035627268027059677,0.0023415159151804208,-0.0036535037198392635,-0.0017692481926563542,0.012186534032223853,0.005583275945644153,-0.006398938694071575,0.006646742806798867,0.0029746223690509835,-0.0037358138654019508,-0.0038352488992755055,-0.0019413539795820188
0.013879586057566395,0.0015629988770465232,0.004370285366110003,-0.008669851882979045,-0.002797289019775653,-0.0035057742876858306,-0.0113951475413331,0.004894795067032054,-0.007734660740548848,-0.0014751762260825846,-0.012517266731349109,-0.0016236245797956867,-0.016377401101373947,-0.00994236981419348,-0.0021315304515960544,0.006824594882005567,0.0033966928132499255,0.0002494819758228976,-0.02211799082762672,0.010431708185760169,0.0004015128816257739,0.0025525094686776333,-0.015355253013433913,0.008470542985979837,-0.0063598747076102245,0.002483955618280009,-0.011031529082603082,-0.002869703654623209,0.01953227440692888,-0.02035400012171368,-0.011881127595585203,-0.007603389646137594,-0.011927120635933071,0.008818872170853677,-0.006313772942178825,-0.0033091826792395495,-0.020712929434896186,-0.0011354447663161884,0.00746970731259309,0.0009640662338015463,-0.07248554651023564,0.00033657567652662447,0.0069390382044690405,0.0034503667274222473,0.004584685965196815,-0.016172173382881277,0.013310773398470848,-0.005051934871224182,0.0008440753734760985,-9.082860328533825e-05,-0.0009463357170686916,0.0007061329986412873,-0.0019601177555182,0.01951050665861523,0.005054035757866608,-0.0038208387353367707,0.0046665808477135496,0.005854442713836597,-0.0003483541929398958,-0.0038352488992755055,-0.0005812132480948488
