,O00170,Q08752,Q07020,Q05519,Q01105,P98179,P84090,P62877,P62277,P60174,P56134,P55036,P54709,P52209,P43487,P30520,P30050,P29966,P28074,Q07065,Q12797,P25789,Q13085,Q9NZN3,Q9NR12,Q9NPA8,Q9GZZ9,Q9BUN8,Q9BTT0,Q96BM9,Q92743,Q8NCA5,Q6PIU2,Q16643,Q14108,Q13630,Q13557,Q13442,Q13363,Q13347,P28070,P61026,P16949,P09110,P06703,P09669,P20645,P20042,P20020,O75955,O14979,O15118,P04264,O43252,O43670,P15531,Q13740,P04179,P22626,Q15057,P05023,P24534,Q12792,P02656,Q96A72,Q15257,O94973,O94855,Q08722,Q96S97,Q9H444,Q9NS69,Q9NZ01,O00622,Q9UHX1,P06753,Q9Y3U8,P11717,P10412,O00391,Q04917,P17301,Q01995,P35625,P08134,P49321,P62310,P11908,O60664,Q96HE7,Q9BU23,P07093,P48059,Q3SY69,Q02750,P29317,P11388,P27816,P68366,Inhi_5,pert_id,trial names
68,0.08911055321898968,-0.14695852301892273,-0.1627761369244389,0.0956179749191638,-0.19479401641922076,0.16895847686042162,-0.4412289198886428,0.6225394790088571,-0.22300040193281745,-0.05395357907319425,-0.029199697044630452,-0.22622462792068873,0.09132378303404347,0.12289501839193397,-0.1899984475141695,0.1422998356349142,0.004273287082402326,0.28476320697137547,-0.1758642559914316,0.11930239872011829,0.13094707700855188,-0.12396383533387756,0.37841891281329243,-0.15345722974287324,-0.10348444729342225,-0.28688632349025345,0.41679327127751503,0.10595212538995713,0.17602422196241643,-0.2529833644581099,-0.7874269461393274,0.3528891833840679,-0.17317612674692626,-0.008480630014915164,-0.048864649602722736,0.019346609128156445,-0.09586187884464374,-0.17705445893707672,0.14080941493374635,-0.08843931217240857,-0.18893375941767218,0.11992600517988683,0.07218305324816549,-0.40084215662457967,0.031453186027751316,0.3450377986215669,0.03757729222282041,-0.2741489991795982,-0.04801251890867603,0.2640217519307994,0.29063136613211454,-0.23781840440984506,-0.4952043265060524,0.19504496590428766,-0.00582167156930127,-0.6162204546113766,0.21430649241084457,-0.08814655042782608,0.005546281970842952,0.26516003642099345,0.04622288922655263,-0.13124800824001406,-0.05654597708924489,0.5614029713370153,0.0799617522117984,-0.00832090149261644,-0.3491028283550577,0.28558365781386374,0.17564242105304165,-0.5315872507716367,0.1547244227294373,-0.11834657446642322,0.2593278224889177,-0.5281188224291965,-0.24092151769921155,-0.0506538420521054,-0.10352950315485408,-0.6991330114204496,-0.09602227147002719,-1.4124271063269074,0.05020479853098896,0.0028328240448634765,-0.18492260850147144,-1.187027988448219,-0.1920040385876165,0.11421821121087704,0.17191371125824392,0.27611603897890086,-0.04549082984206166,-0.06911840494840274,0.4191770025779497,0.19344455338433028,-0.254566199429645,-0.012926590589439143,-0.3282576493383866,-0.05591028890048751,0.5661602751694431,-0.14373499711741758,-0.2384919253721635,1.51424755120214,13,Niraparib_13_24
71,0.2799891098005675,-0.17762868492095094,-0.06647682136031872,0.27616280382240244,-0.11117683648335641,0.31037657859854795,-0.5214684819311487,0.7015823408355882,-0.11977217470057085,0.06365676426227342,-0.24512790676592636,0.30610507897366734,0.2713890970400457,-0.17437267314161128,-0.43193760573233037,0.10351968054248391,-0.11836923372917879,0.06179829085935292,-0.022518804335248777,0.13532280242733877,0.09734169542106662,-0.031456801745530956,0.001958233059656205,-0.21820484347005017,-0.07552361330698965,0.2965899824284309,0.2267965721428092,-0.4448254290590805,-0.27247653020358253,-0.23830568768269966,-0.29915765708024233,0.1868425293921262,-0.11754222538486292,-0.2754927528045044,-0.4541635159297969,-0.055181203473516904,-0.30098347390320773,-0.09631821418930829,0.0676726364787414,0.17917023949543878,0.027959019536608704,0.3853883098498872,0.31928382024289226,0.026820444681073235,-0.3018699154063683,0.06220219138729414,0.10189468533759717,-0.4701042702353508,-0.44567957089112614,0.12493313375142164,0.010925908875159185,-0.3845486861876422,-0.7434844713964853,0.049192312488156364,-0.22604075142069957,-0.6849962531556312,0.08958845669487099,-0.5150783440221628,-0.11268863045203771,-0.2400560533714934,-0.03558326110980206,-0.3475522575073162,0.2537691063437721,-0.5069877423199196,-0.3286741827392498,-0.16792964243069053,0.17650833006445546,0.1022907824395713,-0.0747467134479086,-0.20474436655890335,0.15591670905683927,-0.44450855522443095,0.20366517467374215,-0.6058209705617232,-0.29021920442218524,-0.19929409022635372,-0.011991932411817978,0.35502244521047394,-0.38042403639715716,-1.733957068991202,0.0679272778338089,-0.2252568649723771,-0.24208624887662786,-1.3737835642112006,-0.1491813686162731,0.14109528490101372,0.4410050070354152,0.020103306871190482,0.04773392377358642,0.12250039217777205,0.3822174342020508,0.21127115185336667,-0.29228726963990065,-0.0782655945038373,-0.1837674470586735,-0.014414554092704058,0.7813654008227964,-0.026002663700206912,0.27006290234222663,1.3437219999999999,20,Olaparib_20_24
74,0.3376856686989688,0.407972299574854,-0.506688393403446,-0.046449358734040595,-0.15708043162755966,0.20471590641570828,-0.7028503675246345,0.48653006323827763,-0.4530731960327099,0.1762939736635668,-0.41565138656049233,0.3400001719980524,0.27923733031960674,-0.008091759615436974,-0.23554960669130498,0.07132719753897077,-0.3900952379550704,0.01347239869985567,0.2821481226958786,0.14107747812350732,0.06427692225053001,-0.05398416602842592,-0.08635546456108795,-0.24251876758617996,-0.24281242082922236,0.21964789649539648,0.24122765550281947,-0.2674790778538979,0.24169747368406455,0.2575470632774442,-0.3612919417714862,-0.10891465378288773,-0.18415834270366413,-0.2723975742265658,-0.3371716787241685,0.2611381532659341,-0.48451221605835476,-0.4151161082684462,-0.08461025115943734,0.05336722031575902,0.15540003149405388,0.3930128132673821,0.376027877788439,-0.08436310600452686,0.010756922621389572,0.3642619407000598,0.053816992278267785,-0.11539798105789095,-0.08604582529958378,0.31346228727925685,-0.037044456497957644,-0.5418886500714508,-1.2362434001446603,0.32550065442359705,-0.5010025586420092,-0.5736719980616449,0.19655899123305232,-0.3741270937392354,0.02067734811881915,0.1587753734725076,0.08061055967315953,-0.30981709898845916,0.09658874082552789,-0.6251537850491231,-0.6385889029159447,0.004106924889404932,-0.18597467020736533,0.1325199164255297,-0.08061635900800114,-0.06993704470740612,-0.2561882553554604,-0.143197963209925,0.28170977911771616,-0.9004185167130659,-0.3592737321930537,-0.11725087163736443,-0.3695760100537606,0.15301793523215573,-0.030450816227021876,-2.332108448882743,-0.021758691397468177,-0.18476561272697148,-0.3508214103550508,-1.2683175706002976,-0.08900403481243241,0.18913754229742138,0.2949907378560707,0.1896106423229198,0.06287435395824252,0.2526322776743309,0.42308616903435453,0.06907617777130892,-0.6357722344199866,0.10831085809646011,-0.6662482407150382,0.030267972494843105,0.21659230021271872,-0.10125493498441197,0.9183960955763258,0.9749347,77,Oxaliplatin_77_24
77,0.13905383189583012,0.35488868324053846,-0.1624203373129904,-0.39874524207102335,-0.3393351633691209,0.06597870879689581,-1.0034278527796814,0.13266954561668667,-0.1625438564431908,-0.21724093323127117,-0.01344537443432986,-0.08596503797401206,0.3354587094420895,-0.015685440014937824,-0.4749823741947446,-0.2808844661758813,-0.21802374459634435,-0.7575842697086334,-0.3128889121333434,0.2800798374220581,0.29491243940174766,-0.4409156620552415,0.2547876860624435,0.19369373367625764,-0.5465983372702595,-0.29429219698299264,0.03886254340951726,0.1934423059778816,-0.5335676355872172,0.2035954163737647,0.16191225921536245,0.40483739952165027,0.05870229694458743,-0.4226573288856059,-0.21329646348259731,-0.08402323300100105,-0.0562688364651136,-0.23216585735674564,-0.40147313434399606,-0.1138091293923277,-0.2374566782098063,0.3893537846294031,-1.1965112441092762,-0.05590687411301293,0.11767690881727877,0.48405399934783294,0.3685080281158632,0.012943433720035405,0.05563317734102243,0.2016409833619036,-0.17409520687181693,-0.16143128724197203,1.025960646173898,0.08021297197704275,-0.645667818183481,-0.8841489935393027,0.34209222322832766,0.24248354181886275,-0.3644684703605934,0.7609193999373725,0.3010034841628436,-0.3146951740386437,-0.05486687078522227,0.8692845059659162,-0.3031545621017604,-0.6764778362491866,-0.07335791709756101,-0.19259705793754292,0.3996687395641909,-0.029156374872175594,0.03509911752682363,-0.03127471742901266,0.4103488318842363,-0.2951188559728187,-0.48384287366044515,-0.44017961518788246,-0.13369957064695728,0.47276549372689053,-0.8299956338550473,-0.3189330944592482,-0.15644613532504956,0.649871646686765,-0.780422517225016,-0.49915068476072494,-0.15653045088750495,-0.5130173789836813,-0.04520875345193015,-0.46727812795229046,-0.1874483622720938,0.35263088456590225,0.6621630649696592,0.781023052487099,0.05244311710853449,-0.3469523453511492,0.2864927318724652,0.27871016650369007,0.6702012375971362,-0.24928875999272937,-0.0788220040180428,0.7347906404,58,Paclitaxel_58_24
80,-0.3760934090923536,0.1780805795793493,-0.14459730858345313,-0.06506679123604399,-0.179490339141635,-0.10060452360935046,-0.9732971179930864,0.0489063088093305,-0.1981674947369564,-0.2655384561579885,-0.7585113119988525,-0.4333628147866935,-0.14223273815215717,-0.44115755543786356,-0.1350076425615014,-0.0796844176883396,0.0814832373402783,0.24637204439804472,-0.3054152900690603,0.11233593234427248,-0.2944007342121762,-0.27367068965826863,0.5495586085085381,-0.22905143116032042,-0.31517619485501475,-0.8056593025589193,-0.19247195920199242,0.28066395995158816,-0.3321126969867211,0.3652959333125088,-0.4729036149093133,-0.41065414803459,-0.19661607478001789,-0.5790811354939672,-0.07726915394157556,-0.5305722231487908,0.08395425502689985,-0.4953024996138611,0.014227707579139272,0.022897335110574218,-0.1819235300787346,0.26327011728921773,-0.19301988892607844,-0.2969986663072563,0.09246501379450019,-0.047283280440889024,-0.23089721575274505,0.030263276243401322,0.19656317228123518,0.2277472904523221,-0.32085377015954414,-0.6278122956880979,-0.7671020428234231,0.24252988439314846,-0.4479180135311702,-0.4626195802674851,-0.10886332166641059,-0.11109183338233397,-0.10420155647274225,0.04386385720750271,0.06624680784498012,-0.28947751951784534,0.14981511705757392,0.8870913062921865,-0.29817692592348477,-0.5238870331973314,0.29198881986668523,-0.40566111999052196,0.5295371767937721,0.13974005547422944,-0.565336949598939,-0.3634416280098656,0.1808878259977005,-0.550603952215518,-0.08762328372606709,-0.22296920912039708,-0.14964128162841314,0.1098251306870004,0.014847086956595146,-1.3133736149710875,-0.32152385755587654,0.0204152942977693,-0.33337169218865553,-1.006619834432896,-0.196665200853695,-0.16110707408562788,0.11805847425717703,-0.09678002945636978,-0.16882040493872666,0.03575131360529915,-0.01842902966065388,0.2986334689810806,-0.5577905341142296,-0.5149502149516755,-0.45661628461031456,0.17291048652738486,0.35840546438652826,-0.19862014563400301,-0.5834676172094643,0.762385948227182,30,Pazopanib_30_24
83,0.24106956983608238,-0.07641066932538298,-0.19813234873107724,-0.044979542491992965,-0.23143274180466364,-0.35310077647707677,-0.7215880738757257,0.4072146114908645,-0.08280256735394499,-0.013067085787526272,-0.12623209530462656,0.3365160781046063,0.12465516281663576,0.08779888831391876,-0.41456677222874067,-0.018819652540001397,-0.006624662261161281,-0.36782488972349,-0.04375443748502539,0.18360233397333459,0.02253290771711375,-0.13368335477459414,0.0010017543544615926,-0.13750905767751148,-0.30558637280684403,-0.024508889641827705,0.14880079650925357,-0.11296424644107121,-0.1611525925596953,-0.31318816159053586,-0.6903396264516372,0.1618144075154279,-0.004212142247565979,-0.29447412072414797,-0.5584167356340527,0.06272806375068292,-0.07638005539373105,-0.4916912352240815,0.07357349006657256,0.02282637088796054,-0.5029815761547641,0.22512280006112548,0.04678472117067114,0.10331911693856115,0.1154226235769716,0.07914151333351938,0.002293558900676627,-0.41975528222275554,-0.05830717329385171,-0.2624360061334818,-0.3342608492004489,-0.5440663247182774,0.7898806198883334,-0.13651085557570447,-0.36671290167912923,-0.7410497287215557,0.29764955451469116,0.06232293028894061,-0.2108214121116434,0.38632653838680353,0.12246702037149808,-0.31194482509200844,0.031961800372821765,-0.052103489905243716,-0.39383568565946003,-0.2868856059555184,-0.049175473379445535,0.10546175777927326,-0.18492310719454166,-0.20853218146948863,-0.7372721261738393,-0.4621182992101636,0.16717440646243276,-0.3375013413544146,-0.3856583016561941,-0.6985431448633941,-0.22864498836638394,-0.057274002561675426,-0.7222194166512516,-0.8428786510406944,-0.2796026190442799,0.5080926501133499,-0.7125792655172042,-0.9497404946617009,-0.2799431388482597,-0.09091409601787191,-0.143134920562601,-0.200290354844766,-0.009593468924926823,-0.08138181642021781,0.3927985980005715,0.23608535601574512,-0.8637432283098246,-0.19927347143247678,-0.08427458661434706,0.07921754986599046,0.0004894935022482597,-0.23161403573997882,0.41654497915791705,1.519994246,51,Raloxifene Hydrochloride_51_24
86,-0.13210650199659849,-0.5981028588291917,-0.06924276659827111,-0.038804359740700484,-0.16201149566016423,-0.10074100764038424,-0.5081202037604379,0.2566763519068126,-0.1795538542506956,-0.1513449371078816,-0.21925760912830006,-0.2039351149877976,0.23169397558207147,0.05267682958983297,-0.10359275610436902,-0.16854697705741908,0.03308339908293892,0.29362939152215967,-0.15717792017891127,0.005977607793861565,0.04641461666547144,-0.19578325881273873,-0.20330528891578317,-0.18030575741549146,0.20386207421586403,-0.31633709360848455,-0.13812347257166946,-0.06974579313437347,0.20418576029993243,0.16533930701086322,-0.26502499217542824,0.1962114831154812,-0.4820524899216787,0.01494371229616757,-0.4911225534508281,-0.03648139428186307,-0.33733202544901464,-0.0815007357496431,0.05733033022859,0.07841322828150973,0.010462168511660826,0.025588141015561994,0.30610627717330474,-0.17036769063120835,-0.0250431136476149,-0.24554606065609988,-0.6688100658645864,-0.23184825391039968,-0.3498604034634887,0.03750911375967537,-0.004265678353747374,-0.3115489208243282,0.5566640605515659,-0.45025912007208174,0.22321145637573236,-0.18974024656093555,0.25419819604176175,-0.17385850474042974,-0.11504478368259707,0.3157815316213127,-0.01339613116835553,-0.15363736480128434,-0.12183412942428579,0.7672466485831086,-0.12364131342411289,0.18335715906180192,-0.4369367005550317,-0.072898144135284,0.1297059714035524,-0.13761000905331658,0.09886481480597731,-0.6379704010672637,0.10073911279419052,-0.5674227650894939,-0.10682209624475025,-0.008427769565646346,-0.08025742206716897,0.05152698352157736,0.21074797843600965,-1.5056201884841414,0.059699064388946725,-0.824220792650288,0.1122643001530877,-1.565386355741148,-0.17786742361687036,-0.2794459734611348,0.18157387117956927,0.05543764334331595,-0.0333547064671737,0.03581170917579105,0.37426127881793175,0.2890322357911753,-0.2954877666401477,0.14701850630820448,-0.1612388050414334,-0.0644220955885005,-0.5684100421472057,0.06925377559753979,0.6183104989718414,1.77726910828025,6,Selumetinib_6_24
89,-0.17852014914325323,0.08987453909514785,-0.022393419283518165,0.02839194313174423,-0.22059595109712446,0.18877072074335202,-0.16290345946675078,0.7526514703324163,0.039973814264091634,-0.2313438886587297,-0.02428822560156944,0.15182637455840384,0.2586889373811559,0.021770322739856577,-0.24414281820246572,0.08888142102856027,0.013660845003016791,0.20765228597785237,0.14218195252989468,0.23503318784891047,0.2409257846522892,-0.02421960455970103,0.1972806045635739,0.04372166231945798,-0.016482108899194558,0.01034024983913793,0.12450708356281404,-0.09808969150944262,0.06886749861358991,0.29093792964658316,-0.004119188339655948,0.2998788290380056,0.03862778366110814,0.04022040700901599,-0.17190310838978937,0.1453322219315183,0.10462159397568406,-0.189914805513322,0.14313732822370986,0.02251811330215031,-0.1284173829355144,0.3606912271402844,0.139833438120508,0.24229146339985508,-0.10207592302768494,0.15784757063244467,0.08177222477064362,0.18887682678468184,0.17654950915882664,0.23596013266216095,0.020862128472989044,-0.09019472818876144,0.6870468075606474,0.20621287718077233,0.1378306764796122,-0.4704708308105158,0.20872152993416612,-0.18319753325966107,-0.22962657411434262,-0.16175033017116883,0.023254116692387403,-0.2378095252974061,0.11624432749140158,0.666020390007858,-0.10698488458879617,-0.20105780728368372,0.07811918063483408,-0.18649878011820745,0.037680740453907596,-0.09558208634356369,0.22025337039004342,-0.22624480641320854,0.28346222275580063,-0.4739584220213802,-0.16218033401252355,-0.1012220066003726,-0.03485447909903027,0.03560393179204144,0.03292638382336414,-0.255199107427066,-0.04947646138215148,0.1806586452873836,0.05296731903961934,-0.9231818116309191,-0.07255282913455297,0.00976345292382294,0.15001644769492486,0.18499912312811798,-0.06141063853127237,0.27630810230593633,0.5724966386509488,-0.08930474711747893,-0.5008339706135877,0.398037636196334,-0.2844582628983627,0.3082335587329789,0.2814294945530368,0.10547517683066153,-0.5194670860043199,1.05431878895815,18,Sonidegib_18_24
92,-0.13307801771483493,-0.08486798664478871,-0.07172008510548329,0.08341589396510886,-0.3668951842959438,0.11869045649994821,-0.7563457284461165,-0.017226033030100545,-0.08363030166977324,-0.12131645795835033,-0.3264413271931383,-0.382039274076073,0.1495983657565889,-0.15156428269417846,-0.21565446653437711,-0.39168538946511916,-0.05561819894854223,-0.210106937866583,-0.27077612235254345,0.16099172001514953,0.12305451450235294,-0.29150514480089806,0.24144676565170164,-0.026328235078069712,-0.2627497624971053,-0.4941474169733065,0.08081765390348454,-0.1966810970769514,-0.6076176589601129,-0.16892901875619415,-0.3136190687560451,0.27109141709227685,-0.003975656365747297,-0.2048411749946328,-0.19394152954832886,0.1876032626323241,-0.03525035579765368,-0.4938028764626885,-0.18184626594314257,-0.12829958238801054,0.1881636438714057,0.3225229700024909,0.1892341876051904,0.21921382682001114,0.19248920979572717,0.26055561394132826,-0.07642254892807344,0.21946188776358286,0.16025301025426986,-0.34108533324934337,-0.271310503477063,-0.3289779964517206,1.7980144062880958,0.3079524407848694,-0.07274051311369296,-0.7736738492188291,0.17281570570764437,0.06271623687048501,-0.15497036859104074,0.7145231793585233,0.12234440236962983,-0.30026660274909167,0.06882878971939559,1.2991566045045189,-0.23052970506391904,-0.4144381767979857,-0.16864039079016427,0.0656192213770735,0.1998216117090819,0.06182364301610355,-0.5413743451014263,-0.24328764226119073,0.6855727920267608,-0.4852422832775223,-0.030430061480675386,-0.40629187576412057,-0.11708134833769536,0.07790476620045456,-0.05207683883261124,-0.43250196053905016,-0.26307060126945064,0.007065571237654926,-0.6349364437704411,-0.8560401394410766,-0.0620479376591358,-0.18335084925764192,-0.2810615205170967,-0.10647605223168666,-0.04339779094303372,0.12884569824247083,0.12505954178322673,0.24441121911478028,-0.3901730154196466,-0.0638707809177324,-0.05103952605284051,-0.046125897859370345,0.1701410686209878,-0.2259943571388551,0.03455725637917384,0.9081947012,37,Sorafenib Tosylate_37_24
95,0.3965525604237011,0.13085582143156266,-0.2259041092703024,0.2799890481187526,-0.0728748766921885,0.143822167933577,-0.1291991569071277,0.1106257273495811,-0.16260726977855577,-0.10328470370543189,-0.366306844745501,-0.04834657318539451,0.1730272411840458,0.0755690389977567,-0.14537661709744293,-0.02291298811923982,-0.03203796490525522,0.5816119180052114,0.0015067300622039134,0.16319291017436902,0.018476928403796194,-0.012615508810049164,0.08129611625025779,-0.24716501596905416,-0.1553200974829469,-0.7646041193948652,0.25820647071124153,-0.06865121401512644,0.29163417388779617,0.15135969857464227,-0.36890147527214634,0.40178243890699883,-0.12992466558792812,-0.03837423978116869,0.03670194121101317,0.5233396854308145,0.15631149809411696,-0.3903660495026372,-0.2349665228293848,-0.029405140085623067,-0.3329207815438635,-0.20433633253998879,0.20648867000406507,-0.4133458509639098,0.20033823407018211,-0.29878021442172453,0.511721503668302,-0.4374629164046649,0.584173049170861,-0.2820242535606944,0.01361173819721656,-0.5401418539542002,1.4317628725446192,-0.1671081007490763,-1.2002863104043175,-0.4632223163913115,-0.060586503431807014,-0.057706898423250955,0.011249516868452936,-1.2349165099099886,0.0670889160085814,-0.1853517901226289,-0.3378551891797436,0.6701117122928529,-0.09955583146210306,0.07328914916492098,-0.2880216342189407,0.19815218250031824,0.06162291501350746,0.11182988986534098,-0.5724768857049244,-0.7048102401239162,-0.255172978911854,-0.9180931970061206,-0.14075027508419083,0.2593001197438949,-0.25229765988340475,-0.38352220735551684,0.38260989571964044,-0.5219319272761063,-0.2479644568476117,-0.26542254256699155,-0.16560363415130414,-0.7010990206834208,-0.14158898388140775,-0.14702443042987057,-0.015535322182284178,0.17738205541866525,-0.35323278780398726,0.234162383281097,0.24405468798034025,0.25896283109177,-0.7320078485072538,0.2246626592627691,-0.3604247975099514,-0.20593447799606407,0.7787967676495839,-0.029637179845111654,0.9503782522855082,1.43978131532401,9,Talazoparib_9_24
98,0.08896801469520908,-0.25727712313804457,-0.09815147382270972,0.12927901544426856,-0.31664425585922257,-0.0691231340402872,-0.8578225220450125,0.4776509451381097,-0.068754751402214,-0.17476394971060719,-0.04984908692951865,0.15917468027908513,0.4261369758767343,-0.06549335407221564,-0.38107658342566486,0.11543422295916829,-0.06433172038589,-0.7452139012851537,0.01702577294211963,0.28742906625087034,0.2573672996041462,-0.20577938144752175,0.07362799677457177,-0.11913747748616954,-0.4204372496584025,0.1435467531852296,0.5352078361731737,0.13037015514862063,-0.18975870938600528,0.26088706595234396,-0.3345432687297986,-0.08222581943903189,0.2919904775236554,-0.30924883670861497,-0.3244220610665131,-0.2971094080447008,-0.039853953457299994,-0.12363132403489084,0.23966168875481145,0.026836718169112272,0.12214029298351751,0.41230399888180064,-0.49400134803993206,-0.07937178453824055,0.05108040717982169,-0.023518711280335374,0.2610950428770747,0.03817048329170627,0.23357939984572865,0.08745544173731477,-0.28308586875837666,-0.2993331514104102,1.2242588112832464,-0.0025295984038868485,-0.09246667045914699,-0.750717959908997,0.34913768012442375,0.1936097219047043,-0.2127667656486777,0.4669474453652989,0.3089915574098861,-0.42012350315602826,0.22137167996866616,0.8050667262893697,-0.34467608359220153,-0.18578756073896638,0.026279565469601973,-0.0893834237814987,0.11440649835029582,0.019775450948267086,0.11019628395161363,-0.050736303183853255,0.20190914279806912,-0.352812664261271,-0.3683204911472206,-0.3119388632770917,-0.16031718203075632,0.773627726169381,-0.15292816723150793,-0.8683671977977611,-0.3275704237705395,0.5445313987585215,-0.7721297349320356,-0.590180213596322,-0.06773932828783451,-0.1380104194017763,-0.011444147174965447,-0.19307556608373447,-0.0853862718244011,0.2858626103597201,0.394328238072098,0.5630329180366823,-0.5555948018119449,0.24047501745227529,-0.03978128042340836,0.24122061398204322,0.287767601061937,-0.16971539241748157,0.055492792858859295,1.236945813,61,Toremifene citrate_61_24
101,0.08732879581480175,-0.11616300864424844,-0.054133066807198794,0.13329588451989713,-0.118098172372386,0.3082150746734763,-0.39153043765176543,0.2947584631715482,-0.1271577388367964,-0.059134637731999284,0.01904679799756348,0.19621190551491297,0.004987226669453758,0.0760408833967516,-0.35414643049626954,0.12663278139066358,0.07217652350618098,0.5270531415269908,0.04090634823433163,0.12080972692594387,-0.014939788799736231,-0.14664271820251026,0.2357309710741792,-0.10878652147232869,0.11046380577366477,-0.18586224636230822,0.38426480083897796,0.06196600187979314,-0.01451630478583014,0.10192767772244003,-0.610015955234713,0.46864762242047703,0.02782638944581196,0.07222703576661356,-0.3965717685527818,0.013332207448889058,0.019057560539444924,-0.05263285209969734,0.057416359265465094,0.24538410236519548,-0.08614799193226082,0.15717440072027627,0.2761795252644868,-0.05637938295543404,-0.08036411768438192,-0.06558476956015623,-0.2755198764807604,-0.1933889770056699,-0.04819909079921419,0.21347322761464946,-0.045694301643759705,-0.18164184560398833,-0.16477242178027438,0.31118854311135347,-0.008826569530712336,-0.4320123124668307,0.09693784579765115,-0.26690124557220224,-0.161608060365729,-0.2500785622887322,0.03261661728917733,-0.20784659762133426,0.4136124468141118,-0.07390547337335988,-0.060357231496341,0.22101462875744718,-0.1501106713182264,-0.059502083562968024,0.04825351092262933,-0.2961084264339986,0.23054054574247662,-0.02020926492807884,-0.022888729313936776,-0.7250878741504119,-0.28803553255492187,0.011020441991071439,0.02678966952728574,-0.11157730394245831,0.49275521944142014,-1.5569991853670542,0.11268549691650935,-0.16740080260720394,-0.06104628562628762,-1.2314841848371645,-0.17338069913453014,-0.020592592740998575,0.3102100607550904,-0.046188135565225864,0.04343120886377205,0.31506629116424595,0.29294081463071414,0.07557527903711268,-0.5639270891551333,-0.09490861919155041,-0.31034563175332813,-0.11735840728027797,0.11025410063146618,0.17831429273358682,-0.1384856966048392,1.6120621019108299,5,Tucatinib_5_24
104,-0.014877142201297258,0.08762334031506058,-0.14049680719121518,-0.22800366228435956,-0.29102234321098747,0.16154806104302719,-0.2226941333659477,0.5866896890180794,-0.11735488626487638,-0.1251087497976198,-0.24323067488981873,0.005670956792265545,0.2012324094903515,0.1696414372113093,-0.13367623321330505,0.03701076378362334,-0.03482214098706748,0.3222161989712087,0.14751570641910686,0.18770293866997892,0.1351462860566052,-0.10831626561572526,0.20889644414606376,-0.08564294291521463,-0.11929420081455207,-0.13409865706109628,0.15426900461849583,-0.005674490283327375,-0.07030584611723352,0.40328731730740697,-0.11725965975645479,0.2956007843842157,0.22703589872466165,0.1287217799487765,-0.16097123687559603,-0.04451850568820378,-0.019316195848271305,0.008039646356746666,0.14052754696003497,0.032659452395807,-0.09099485206582748,0.3134035135732643,0.18519484763401994,0.13978957530381855,-0.0660730602674612,0.056639064282149355,0.026595528735450624,-0.3118695861858511,0.3269538496725332,0.48636065119653354,-0.1837436415698137,0.2528304762709244,-0.22576955799094522,0.08128949101244459,-0.16212663376440828,-0.26514418075523244,0.4883697440363341,0.0235245672023926,-0.18218512533855288,-0.04786357361359872,0.23808841599115413,-0.13330763061054976,0.11097600915668478,0.6282307428169308,-0.2939797126335328,0.10880010895371445,-0.3270635683834496,-0.1372071174946964,0.3119948719279704,-0.007299454591345215,0.2624988400726784,-0.20594970070105598,0.15993786378066763,-0.6528034658282594,-0.2833973150126387,0.1379431853017029,-0.0988707021411002,0.044692340391105444,0.40018255461959473,-0.8599640731843228,0.08532943860622372,-0.30562786549644017,-0.1866165531956017,-0.9459849785190393,-0.15320538636748574,-0.03277608389173695,0.15605355038602867,0.1615167133551633,-0.05288919313861321,0.14919415502709146,0.39297418993828903,0.3535593133851289,-0.43114322844992925,0.00958364204642681,-0.29689565394162365,0.26336308777025635,0.036354863413039694,0.1004230682291209,-0.0021028485315367127,1.1561803429726298,28,Vandetanib_28_24
